#    L    TT             EE             BB             TE             PP             TP             EP          
  1453   0.822665E+03   0.993515E+01   0.000000E+00  -0.227769E+02   0.261914E-08   0.184484E-05  -0.405540E-07
  1454   0.820950E+03   0.990767E+01   0.000000E+00  -0.220060E+02   0.261553E-08   0.184047E-05  -0.379113E-07
  1455   0.819184E+03   0.988377E+01   0.000000E+00  -0.212379E+02   0.261192E-08   0.183615E-05  -0.352772E-07
  1456   0.817367E+03   0.986353E+01   0.000000E+00  -0.204727E+02   0.260832E-08   0.183187E-05  -0.326520E-07
  1457   0.815499E+03   0.984693E+01   0.000000E+00  -0.197108E+02   0.260473E-08   0.182764E-05  -0.300358E-07
  1458   0.813572E+03   0.983383E+01   0.000000E+00  -0.189523E+02   0.260114E-08   0.182344E-05  -0.274288E-07
  1459   0.811596E+03   0.982436E+01   0.000000E+00  -0.181975E+02   0.259756E-08   0.181928E-05  -0.248311E-07
  1460   0.809568E+03   0.981853E+01   0.000000E+00  -0.174468E+02   0.259399E-08   0.181514E-05  -0.222431E-07
  1461   0.807490E+03   0.981616E+01   0.000000E+00  -0.167002E+02   0.259042E-08   0.181102E-05  -0.196648E-07
  1462   0.805362E+03   0.981734E+01   0.000000E+00  -0.159582E+02   0.258686E-08   0.180692E-05  -0.170965E-07
  1463   0.803183E+03   0.982206E+01   0.000000E+00  -0.152209E+02   0.258330E-08   0.180282E-05  -0.145382E-07
  1464   0.800954E+03   0.983023E+01   0.000000E+00  -0.144885E+02   0.257976E-08   0.179873E-05  -0.119904E-07
  1465   0.798675E+03   0.984193E+01   0.000000E+00  -0.137614E+02   0.257622E-08   0.179464E-05  -0.945296E-08
  1466   0.796353E+03   0.985707E+01   0.000000E+00  -0.130398E+02   0.257268E-08   0.179053E-05  -0.692625E-08
  1467   0.793980E+03   0.987557E+01   0.000000E+00  -0.123239E+02   0.256916E-08   0.178642E-05  -0.441042E-08
  1468   0.791566E+03   0.989758E+01   0.000000E+00  -0.116139E+02   0.256564E-08   0.178229E-05  -0.190564E-08
  1469   0.789101E+03   0.992287E+01   0.000000E+00  -0.109102E+02   0.256212E-08   0.177813E-05   0.587883E-09
  1470   0.786587E+03   0.995158E+01   0.000000E+00  -0.102129E+02   0.255861E-08   0.177394E-05   0.306998E-08
  1471   0.784037E+03   0.998355E+01   0.000000E+00  -0.952226E+01   0.255511E-08   0.176972E-05   0.554046E-08
  1472   0.781438E+03   0.100189E+02   0.000000E+00  -0.883847E+01   0.255162E-08   0.176545E-05   0.799914E-08
  1473   0.778789E+03   0.100573E+02   0.000000E+00  -0.816180E+01   0.254813E-08   0.176114E-05   0.104458E-07
  1474   0.776106E+03   0.100991E+02   0.000000E+00  -0.749247E+01   0.254465E-08   0.175678E-05   0.128803E-07
  1475   0.773373E+03   0.101440E+02   0.000000E+00  -0.683076E+01   0.254117E-08   0.175236E-05   0.153025E-07
  1476   0.770605E+03   0.101922E+02   0.000000E+00  -0.617673E+01   0.253770E-08   0.174788E-05   0.177121E-07
  1477   0.767796E+03   0.102434E+02   0.000000E+00  -0.553073E+01   0.253424E-08   0.174332E-05   0.201090E-07
  1478   0.764945E+03   0.102976E+02   0.000000E+00  -0.489291E+01   0.253079E-08   0.173870E-05   0.224930E-07
  1479   0.762059E+03   0.103549E+02   0.000000E+00  -0.426345E+01   0.252734E-08   0.173399E-05   0.248638E-07
  1480   0.759132E+03   0.104152E+02   0.000000E+00  -0.364260E+01   0.252389E-08   0.172920E-05   0.272214E-07
  1481   0.756170E+03   0.104785E+02   0.000000E+00  -0.303054E+01   0.252046E-08   0.172431E-05   0.295655E-07
  1482   0.753167E+03   0.105447E+02   0.000000E+00  -0.242748E+01   0.251702E-08   0.171933E-05   0.318959E-07
  1483   0.750130E+03   0.106137E+02   0.000000E+00  -0.183357E+01   0.251360E-08   0.171425E-05   0.342125E-07
  1484   0.747067E+03   0.106855E+02   0.000000E+00  -0.124900E+01   0.251018E-08   0.170906E-05   0.365151E-07
  1485   0.743962E+03   0.107602E+02   0.000000E+00  -0.673966E+00   0.250677E-08   0.170376E-05   0.388034E-07
  1486   0.740831E+03   0.108375E+02   0.000000E+00  -0.108621E+00   0.250336E-08   0.169834E-05   0.410773E-07
  1487   0.737658E+03   0.109176E+02   0.000000E+00   0.446832E+00   0.249997E-08   0.169279E-05   0.433367E-07
  1488   0.734459E+03   0.110002E+02   0.000000E+00   0.992236E+00   0.249657E-08   0.168711E-05   0.455813E-07
  1489   0.731235E+03   0.110855E+02   0.000000E+00   0.152742E+01   0.249319E-08   0.168130E-05   0.478109E-07
  1490   0.727973E+03   0.111733E+02   0.000000E+00   0.205223E+01   0.248980E-08   0.167535E-05   0.500253E-07
  1491   0.724684E+03   0.112634E+02   0.000000E+00   0.256652E+01   0.248643E-08   0.166925E-05   0.522245E-07
  1492   0.721369E+03   0.113561E+02   0.000000E+00   0.307013E+01   0.248306E-08   0.166300E-05   0.544081E-07
  1493   0.718027E+03   0.114511E+02   0.000000E+00   0.356290E+01   0.247970E-08   0.165659E-05   0.565760E-07
  1494   0.714658E+03   0.115484E+02   0.000000E+00   0.404467E+01   0.247634E-08   0.165002E-05   0.587280E-07
  1495   0.711264E+03   0.116480E+02   0.000000E+00   0.451531E+01   0.247299E-08   0.164328E-05   0.608640E-07
  1496   0.707847E+03   0.117498E+02   0.000000E+00   0.497468E+01   0.246965E-08   0.163636E-05   0.629837E-07
  1497   0.704406E+03   0.118537E+02   0.000000E+00   0.542268E+01   0.246631E-08   0.162926E-05   0.650869E-07
  1498   0.700943E+03   0.119597E+02   0.000000E+00   0.585918E+01   0.246298E-08   0.162198E-05   0.671735E-07
  1499   0.697459E+03   0.120676E+02   0.000000E+00   0.628407E+01   0.245965E-08   0.161451E-05   0.692433E-07
  1500   0.693955E+03   0.121776E+02   0.000000E+00   0.669724E+01   0.245634E-08   0.160684E-05   0.712961E-07
  1501   0.690432E+03   0.122894E+02   0.000000E+00   0.709856E+01   0.245302E-08   0.159897E-05   0.733317E-07
  1502   0.686891E+03   0.124031E+02   0.000000E+00   0.748795E+01   0.244971E-08   0.159091E-05   0.753501E-07
  1503   0.683333E+03   0.125186E+02   0.000000E+00   0.786529E+01   0.244641E-08   0.158265E-05   0.773511E-07
  1504   0.679758E+03   0.126357E+02   0.000000E+00   0.823055E+01   0.244312E-08   0.157420E-05   0.793347E-07
  1505   0.676169E+03   0.127546E+02   0.000000E+00   0.858362E+01   0.243983E-08   0.156556E-05   0.813008E-07
  1506   0.672564E+03   0.128750E+02   0.000000E+00   0.892442E+01   0.243654E-08   0.155675E-05   0.832494E-07
  1507   0.668945E+03   0.129970E+02   0.000000E+00   0.925289E+01   0.243327E-08   0.154776E-05   0.851803E-07
  1508   0.665314E+03   0.131205E+02   0.000000E+00   0.956891E+01   0.242999E-08   0.153860E-05   0.870935E-07
  1509   0.661670E+03   0.132454E+02   0.000000E+00   0.987253E+01   0.242673E-08   0.152928E-05   0.889889E-07
  1510   0.658015E+03   0.133716E+02   0.000000E+00   0.101635E+02   0.242347E-08   0.151979E-05   0.908665E-07
  1511   0.654350E+03   0.134991E+02   0.000000E+00   0.104420E+02   0.242022E-08   0.151014E-05   0.927261E-07
  1512   0.650677E+03   0.136280E+02   0.000000E+00   0.107080E+02   0.241697E-08   0.150034E-05   0.945677E-07
  1513   0.646996E+03   0.137579E+02   0.000000E+00   0.109614E+02   0.241372E-08   0.149040E-05   0.963912E-07
  1514   0.643308E+03   0.138889E+02   0.000000E+00   0.112022E+02   0.241049E-08   0.148031E-05   0.981966E-07
  1515   0.639616E+03   0.140211E+02   0.000000E+00   0.114304E+02   0.240726E-08   0.147007E-05   0.999837E-07
  1516   0.635919E+03   0.141543E+02   0.000000E+00   0.116459E+02   0.240403E-08   0.145971E-05   0.101752E-06
  1517   0.632220E+03   0.142883E+02   0.000000E+00   0.118487E+02   0.240081E-08   0.144921E-05   0.103503E-06
  1518   0.628518E+03   0.144232E+02   0.000000E+00   0.120389E+02   0.239760E-08   0.143859E-05   0.105235E-06
  1519   0.624815E+03   0.145590E+02   0.000000E+00   0.122165E+02   0.239439E-08   0.142785E-05   0.106948E-06
  1520   0.621111E+03   0.146954E+02   0.000000E+00   0.123814E+02   0.239119E-08   0.141698E-05   0.108643E-06
  1521   0.617408E+03   0.148325E+02   0.000000E+00   0.125336E+02   0.238800E-08   0.140601E-05   0.110319E-06
  1522   0.613706E+03   0.149703E+02   0.000000E+00   0.126732E+02   0.238481E-08   0.139493E-05   0.111977E-06
  1523   0.610006E+03   0.151086E+02   0.000000E+00   0.128000E+02   0.238162E-08   0.138374E-05   0.113615E-06
  1524   0.606310E+03   0.152473E+02   0.000000E+00   0.129142E+02   0.237844E-08   0.137245E-05   0.115235E-06
  1525   0.602618E+03   0.153864E+02   0.000000E+00   0.130158E+02   0.237527E-08   0.136107E-05   0.116835E-06
  1526   0.598931E+03   0.155259E+02   0.000000E+00   0.131048E+02   0.237211E-08   0.134960E-05   0.118417E-06
  1527   0.595250E+03   0.156658E+02   0.000000E+00   0.131813E+02   0.236894E-08   0.133804E-05   0.119980E-06
  1528   0.591576E+03   0.158057E+02   0.000000E+00   0.132453E+02   0.236579E-08   0.132640E-05   0.121523E-06
  1529   0.587911E+03   0.159459E+02   0.000000E+00   0.132968E+02   0.236264E-08   0.131469E-05   0.123047E-06
  1530   0.584254E+03   0.160861E+02   0.000000E+00   0.133359E+02   0.235949E-08   0.130290E-05   0.124551E-06
  1531   0.580607E+03   0.162263E+02   0.000000E+00   0.133626E+02   0.235636E-08   0.129104E-05   0.126037E-06
  1532   0.576970E+03   0.163666E+02   0.000000E+00   0.133769E+02   0.235322E-08   0.127912E-05   0.127502E-06
  1533   0.573345E+03   0.165066E+02   0.000000E+00   0.133790E+02   0.235010E-08   0.126714E-05   0.128948E-06
  1534   0.569733E+03   0.166465E+02   0.000000E+00   0.133689E+02   0.234697E-08   0.125511E-05   0.130375E-06
  1535   0.566134E+03   0.167862E+02   0.000000E+00   0.133467E+02   0.234386E-08   0.124303E-05   0.131781E-06
  1536   0.562549E+03   0.169255E+02   0.000000E+00   0.133123E+02   0.234075E-08   0.123090E-05   0.133168E-06
  1537   0.558977E+03   0.170644E+02   0.000000E+00   0.132658E+02   0.233764E-08   0.121872E-05   0.134535E-06
  1538   0.555423E+03   0.172029E+02   0.000000E+00   0.132075E+02   0.233454E-08   0.120652E-05   0.135882E-06
  1539   0.551885E+03   0.173408E+02   0.000000E+00   0.131373E+02   0.233145E-08   0.119428E-05   0.137210E-06
  1540   0.548364E+03   0.174782E+02   0.000000E+00   0.130554E+02   0.232836E-08   0.118201E-05   0.138516E-06
  1541   0.544861E+03   0.176149E+02   0.000000E+00   0.129618E+02   0.232528E-08   0.116972E-05   0.139803E-06
  1542   0.541379E+03   0.177510E+02   0.000000E+00   0.128567E+02   0.232220E-08   0.115741E-05   0.141070E-06
  1543   0.537916E+03   0.178862E+02   0.000000E+00   0.127402E+02   0.231913E-08   0.114508E-05   0.142316E-06
  1544   0.534475E+03   0.180207E+02   0.000000E+00   0.126124E+02   0.231606E-08   0.113275E-05   0.143542E-06
  1545   0.531055E+03   0.181543E+02   0.000000E+00   0.124735E+02   0.231300E-08   0.112040E-05   0.144747E-06
  1546   0.527658E+03   0.182868E+02   0.000000E+00   0.123234E+02   0.230994E-08   0.110806E-05   0.145932E-06
  1547   0.524286E+03   0.184185E+02   0.000000E+00   0.121624E+02   0.230690E-08   0.109573E-05   0.147096E-06
  1548   0.520936E+03   0.185490E+02   0.000000E+00   0.119906E+02   0.230385E-08   0.108339E-05   0.148239E-06
  1549   0.517612E+03   0.186784E+02   0.000000E+00   0.118080E+02   0.230081E-08   0.107108E-05   0.149362E-06
  1550   0.514313E+03   0.188066E+02   0.000000E+00   0.116149E+02   0.229778E-08   0.105878E-05   0.150464E-06
  1551   0.511040E+03   0.189335E+02   0.000000E+00   0.114113E+02   0.229475E-08   0.104650E-05   0.151545E-06
  1552   0.507794E+03   0.190590E+02   0.000000E+00   0.111973E+02   0.229173E-08   0.103424E-05   0.152605E-06
  1553   0.504576E+03   0.191833E+02   0.000000E+00   0.109732E+02   0.228871E-08   0.102201E-05   0.153644E-06
  1554   0.501386E+03   0.193061E+02   0.000000E+00   0.107390E+02   0.228570E-08   0.100980E-05   0.154662E-06
  1555   0.498225E+03   0.194274E+02   0.000000E+00   0.104950E+02   0.228269E-08   0.997629E-06   0.155659E-06
  1556   0.495093E+03   0.195472E+02   0.000000E+00   0.102411E+02   0.227969E-08   0.985487E-06   0.156636E-06
  1557   0.491991E+03   0.196655E+02   0.000000E+00   0.997773E+01   0.227669E-08   0.973379E-06   0.157592E-06
  1558   0.488920E+03   0.197821E+02   0.000000E+00   0.970485E+01   0.227370E-08   0.961307E-06   0.158527E-06
  1559   0.485880E+03   0.198971E+02   0.000000E+00   0.942274E+01   0.227071E-08   0.949273E-06   0.159442E-06
  1560   0.482872E+03   0.200103E+02   0.000000E+00   0.913140E+01   0.226773E-08   0.937280E-06   0.160336E-06
  1561   0.479896E+03   0.201219E+02   0.000000E+00   0.883121E+01   0.226476E-08   0.925329E-06   0.161209E-06
  1562   0.476953E+03   0.202316E+02   0.000000E+00   0.852219E+01   0.226179E-08   0.913422E-06   0.162062E-06
  1563   0.474043E+03   0.203394E+02   0.000000E+00   0.820458E+01   0.225882E-08   0.901563E-06   0.162894E-06
  1564   0.471168E+03   0.204455E+02   0.000000E+00   0.787852E+01   0.225586E-08   0.889752E-06   0.163706E-06
  1565   0.468326E+03   0.205495E+02   0.000000E+00   0.754426E+01   0.225291E-08   0.877992E-06   0.164497E-06
  1566   0.465521E+03   0.206516E+02   0.000000E+00   0.720188E+01   0.224996E-08   0.866285E-06   0.165268E-06
  1567   0.462749E+03   0.207517E+02   0.000000E+00   0.685162E+01   0.224702E-08   0.854634E-06   0.166018E-06
  1568   0.460014E+03   0.208498E+02   0.000000E+00   0.649355E+01   0.224408E-08   0.843039E-06   0.166748E-06
  1569   0.457315E+03   0.209456E+02   0.000000E+00   0.612799E+01   0.224115E-08   0.831504E-06   0.167457E-06
  1570   0.454653E+03   0.210395E+02   0.000000E+00   0.575510E+01   0.223822E-08   0.820031E-06   0.168146E-06
  1571   0.452028E+03   0.211310E+02   0.000000E+00   0.537500E+01   0.223529E-08   0.808621E-06   0.168815E-06
  1572   0.449440E+03   0.212204E+02   0.000000E+00   0.498788E+01   0.223238E-08   0.797277E-06   0.169464E-06
  1573   0.446889E+03   0.213075E+02   0.000000E+00   0.459397E+01   0.222946E-08   0.786001E-06   0.170092E-06
  1574   0.444377E+03   0.213923E+02   0.000000E+00   0.419350E+01   0.222656E-08   0.774795E-06   0.170700E-06
  1575   0.441904E+03   0.214748E+02   0.000000E+00   0.378666E+01   0.222365E-08   0.763661E-06   0.171288E-06
  1576   0.439469E+03   0.215549E+02   0.000000E+00   0.337369E+01   0.222076E-08   0.752601E-06   0.171856E-06
  1577   0.437073E+03   0.216327E+02   0.000000E+00   0.295479E+01   0.221787E-08   0.741617E-06   0.172404E-06
  1578   0.434717E+03   0.217081E+02   0.000000E+00   0.253019E+01   0.221498E-08   0.730712E-06   0.172931E-06
  1579   0.432402E+03   0.217811E+02   0.000000E+00   0.210011E+01   0.221210E-08   0.719888E-06   0.173439E-06
  1580   0.430126E+03   0.218515E+02   0.000000E+00   0.166474E+01   0.220922E-08   0.709146E-06   0.173926E-06
  1581   0.427892E+03   0.219195E+02   0.000000E+00   0.122429E+01   0.220635E-08   0.698489E-06   0.174394E-06
  1582   0.425698E+03   0.219851E+02   0.000000E+00   0.778962E+00   0.220348E-08   0.687920E-06   0.174842E-06
  1583   0.423544E+03   0.220480E+02   0.000000E+00   0.328960E+00   0.220062E-08   0.677439E-06   0.175269E-06
  1584   0.421432E+03   0.221085E+02   0.000000E+00  -0.125508E+00   0.219776E-08   0.667049E-06   0.175677E-06
  1585   0.419360E+03   0.221662E+02   0.000000E+00  -0.584239E+00   0.219491E-08   0.656752E-06   0.176065E-06
  1586   0.417331E+03   0.222214E+02   0.000000E+00  -0.104704E+01   0.219206E-08   0.646551E-06   0.176433E-06
  1587   0.415342E+03   0.222739E+02   0.000000E+00  -0.151368E+01   0.218922E-08   0.636448E-06   0.176781E-06
  1588   0.413395E+03   0.223237E+02   0.000000E+00  -0.198395E+01   0.218639E-08   0.626444E-06   0.177109E-06
  1589   0.411490E+03   0.223708E+02   0.000000E+00  -0.245762E+01   0.218355E-08   0.616542E-06   0.177418E-06
  1590   0.409626E+03   0.224152E+02   0.000000E+00  -0.293449E+01   0.218073E-08   0.606744E-06   0.177707E-06
  1591   0.407804E+03   0.224569E+02   0.000000E+00  -0.341432E+01   0.217791E-08   0.597051E-06   0.177976E-06
  1592   0.406024E+03   0.224958E+02   0.000000E+00  -0.389690E+01   0.217509E-08   0.587467E-06   0.178226E-06
  1593   0.404286E+03   0.225320E+02   0.000000E+00  -0.438202E+01   0.217228E-08   0.577993E-06   0.178456E-06
  1594   0.402590E+03   0.225653E+02   0.000000E+00  -0.486944E+01   0.216947E-08   0.568632E-06   0.178666E-06
  1595   0.400937E+03   0.225958E+02   0.000000E+00  -0.535895E+01   0.216667E-08   0.559385E-06   0.178857E-06
  1596   0.399324E+03   0.226236E+02   0.000000E+00  -0.585032E+01   0.216387E-08   0.550254E-06   0.179028E-06
  1597   0.397755E+03   0.226485E+02   0.000000E+00  -0.634333E+01   0.216108E-08   0.541242E-06   0.179180E-06
  1598   0.396227E+03   0.226706E+02   0.000000E+00  -0.683775E+01   0.215829E-08   0.532351E-06   0.179313E-06
  1599   0.394740E+03   0.226898E+02   0.000000E+00  -0.733336E+01   0.215551E-08   0.523583E-06   0.179425E-06
  1600   0.393297E+03   0.227062E+02   0.000000E+00  -0.782994E+01   0.215273E-08   0.514940E-06   0.179519E-06
  1601   0.391894E+03   0.227198E+02   0.000000E+00  -0.832728E+01   0.214996E-08   0.506424E-06   0.179593E-06
  1602   0.390533E+03   0.227304E+02   0.000000E+00  -0.882518E+01   0.214719E-08   0.498036E-06   0.179648E-06
  1603   0.389214E+03   0.227381E+02   0.000000E+00  -0.932346E+01   0.214443E-08   0.489775E-06   0.179683E-06
  1604   0.387936E+03   0.227430E+02   0.000000E+00  -0.982191E+01   0.214167E-08   0.481644E-06   0.179700E-06
  1605   0.386699E+03   0.227450E+02   0.000000E+00  -0.103204E+02   0.213892E-08   0.473642E-06   0.179697E-06
  1606   0.385504E+03   0.227441E+02   0.000000E+00  -0.108186E+02   0.213617E-08   0.465770E-06   0.179675E-06
  1607   0.384349E+03   0.227403E+02   0.000000E+00  -0.113164E+02   0.213343E-08   0.458029E-06   0.179635E-06
  1608   0.383235E+03   0.227335E+02   0.000000E+00  -0.118137E+02   0.213069E-08   0.450419E-06   0.179575E-06
  1609   0.382161E+03   0.227238E+02   0.000000E+00  -0.123101E+02   0.212795E-08   0.442940E-06   0.179497E-06
  1610   0.381128E+03   0.227113E+02   0.000000E+00  -0.128055E+02   0.212522E-08   0.435594E-06   0.179399E-06
  1611   0.380135E+03   0.226960E+02   0.000000E+00  -0.132996E+02   0.212250E-08   0.428380E-06   0.179284E-06
  1612   0.379183E+03   0.226778E+02   0.000000E+00  -0.137924E+02   0.211978E-08   0.421300E-06   0.179149E-06
  1613   0.378269E+03   0.226568E+02   0.000000E+00  -0.142835E+02   0.211707E-08   0.414354E-06   0.178996E-06
  1614   0.377395E+03   0.226331E+02   0.000000E+00  -0.147727E+02   0.211436E-08   0.407542E-06   0.178824E-06
  1615   0.376561E+03   0.226066E+02   0.000000E+00  -0.152599E+02   0.211165E-08   0.400865E-06   0.178634E-06
  1616   0.375765E+03   0.225772E+02   0.000000E+00  -0.157450E+02   0.210895E-08   0.394324E-06   0.178426E-06
  1617   0.375008E+03   0.225451E+02   0.000000E+00  -0.162276E+02   0.210625E-08   0.387919E-06   0.178199E-06
  1618   0.374290E+03   0.225103E+02   0.000000E+00  -0.167076E+02   0.210356E-08   0.381650E-06   0.177954E-06
  1619   0.373609E+03   0.224727E+02   0.000000E+00  -0.171850E+02   0.210087E-08   0.375519E-06   0.177691E-06
  1620   0.372965E+03   0.224324E+02   0.000000E+00  -0.176593E+02   0.209819E-08   0.369526E-06   0.177410E-06
  1621   0.372359E+03   0.223892E+02   0.000000E+00  -0.181306E+02   0.209552E-08   0.363671E-06   0.177111E-06
  1622   0.371790E+03   0.223435E+02   0.000000E+00  -0.185986E+02   0.209284E-08   0.357955E-06   0.176794E-06
  1623   0.371257E+03   0.222950E+02   0.000000E+00  -0.190631E+02   0.209017E-08   0.352378E-06   0.176459E-06
  1624   0.370760E+03   0.222439E+02   0.000000E+00  -0.195239E+02   0.208751E-08   0.346942E-06   0.176106E-06
  1625   0.370298E+03   0.221901E+02   0.000000E+00  -0.199810E+02   0.208485E-08   0.341646E-06   0.175736E-06
  1626   0.369873E+03   0.221338E+02   0.000000E+00  -0.204341E+02   0.208220E-08   0.336491E-06   0.175347E-06
  1627   0.369481E+03   0.220748E+02   0.000000E+00  -0.208829E+02   0.207955E-08   0.331479E-06   0.174942E-06
  1628   0.369124E+03   0.220133E+02   0.000000E+00  -0.213274E+02   0.207690E-08   0.326608E-06   0.174518E-06
  1629   0.368801E+03   0.219493E+02   0.000000E+00  -0.217674E+02   0.207426E-08   0.321880E-06   0.174077E-06
