#    L    TT             EE             BB             TE             PP             TP             EP          
  2138   0.178115E+03   0.472034E+01   0.000000E+00  -0.708363E+00   0.116000E-08   0.586191E-06   0.203262E-07
  2139   0.177210E+03   0.474850E+01   0.000000E+00  -0.634428E+00   0.115880E-08   0.578677E-06   0.206147E-07
  2140   0.176305E+03   0.477704E+01   0.000000E+00  -0.563559E+00   0.115760E-08   0.571268E-06   0.209018E-07
  2141   0.175400E+03   0.480594E+01   0.000000E+00  -0.495755E+00   0.115640E-08   0.563984E-06   0.211877E-07
  2142   0.174496E+03   0.483520E+01   0.000000E+00  -0.431015E+00   0.115521E-08   0.556844E-06   0.214723E-07
  2143   0.173592E+03   0.486478E+01   0.000000E+00  -0.369356E+00   0.115401E-08   0.549870E-06   0.217559E-07
  2144   0.172689E+03   0.489467E+01   0.000000E+00  -0.310770E+00   0.115282E-08   0.543080E-06   0.220383E-07
  2145   0.171786E+03   0.492485E+01   0.000000E+00  -0.255269E+00   0.115162E-08   0.536496E-06   0.223198E-07
  2146   0.170884E+03   0.495530E+01   0.000000E+00  -0.202854E+00   0.115043E-08   0.530137E-06   0.226003E-07
  2147   0.169983E+03   0.498601E+01   0.000000E+00  -0.153522E+00   0.114924E-08   0.524022E-06   0.228799E-07
  2148   0.169084E+03   0.501695E+01   0.000000E+00  -0.107269E+00   0.114806E-08   0.518173E-06   0.231588E-07
  2149   0.168187E+03   0.504811E+01   0.000000E+00  -0.640906E-01   0.114687E-08   0.512609E-06   0.234370E-07
  2150   0.167291E+03   0.507946E+01   0.000000E+00  -0.239837E-01   0.114569E-08   0.507350E-06   0.237145E-07
  2151   0.166398E+03   0.511100E+01   0.000000E+00   0.130554E-01   0.114450E-08   0.502411E-06   0.239914E-07
  2152   0.165506E+03   0.514269E+01   0.000000E+00   0.470305E-01   0.114332E-08   0.497788E-06   0.242674E-07
  2153   0.164617E+03   0.517452E+01   0.000000E+00   0.779457E-01   0.114214E-08   0.493473E-06   0.245425E-07
  2154   0.163731E+03   0.520647E+01   0.000000E+00   0.105811E+00   0.114096E-08   0.489457E-06   0.248163E-07
  2155   0.162848E+03   0.523855E+01   0.000000E+00   0.130639E+00   0.113979E-08   0.485730E-06   0.250885E-07
  2156   0.161967E+03   0.527071E+01   0.000000E+00   0.152444E+00   0.113861E-08   0.482284E-06   0.253591E-07
  2157   0.161089E+03   0.530295E+01   0.000000E+00   0.171236E+00   0.113744E-08   0.479111E-06   0.256277E-07
  2158   0.160215E+03   0.533525E+01   0.000000E+00   0.187030E+00   0.113627E-08   0.476200E-06   0.258942E-07
  2159   0.159344E+03   0.536760E+01   0.000000E+00   0.199837E+00   0.113510E-08   0.473544E-06   0.261582E-07
  2160   0.158477E+03   0.539997E+01   0.000000E+00   0.209671E+00   0.113393E-08   0.471134E-06   0.264196E-07
  2161   0.157613E+03   0.543236E+01   0.000000E+00   0.216549E+00   0.113276E-08   0.468960E-06   0.266782E-07
  2162   0.156754E+03   0.546474E+01   0.000000E+00   0.220491E+00   0.113160E-08   0.467014E-06   0.269337E-07
  2163   0.155898E+03   0.549710E+01   0.000000E+00   0.221514E+00   0.113043E-08   0.465287E-06   0.271858E-07
  2164   0.155047E+03   0.552941E+01   0.000000E+00   0.219638E+00   0.112927E-08   0.463770E-06   0.274344E-07
  2165   0.154200E+03   0.556166E+01   0.000000E+00   0.214881E+00   0.112811E-08   0.462455E-06   0.276792E-07
  2166   0.153358E+03   0.559385E+01   0.000000E+00   0.207261E+00   0.112695E-08   0.461331E-06   0.279201E-07
  2167   0.152520E+03   0.562593E+01   0.000000E+00   0.196800E+00   0.112579E-08   0.460392E-06   0.281566E-07
  2168   0.151688E+03   0.565792E+01   0.000000E+00   0.183527E+00   0.112464E-08   0.459627E-06   0.283888E-07
  2169   0.150860E+03   0.568978E+01   0.000000E+00   0.167475E+00   0.112348E-08   0.459028E-06   0.286162E-07
  2170   0.150038E+03   0.572151E+01   0.000000E+00   0.148676E+00   0.112233E-08   0.458587E-06   0.288388E-07
  2171   0.149220E+03   0.575308E+01   0.000000E+00   0.127160E+00   0.112118E-08   0.458293E-06   0.290562E-07
  2172   0.148409E+03   0.578449E+01   0.000000E+00   0.102963E+00   0.112003E-08   0.458139E-06   0.292682E-07
  2173   0.147603E+03   0.581572E+01   0.000000E+00   0.761138E-01   0.111888E-08   0.458115E-06   0.294746E-07
  2174   0.146803E+03   0.584676E+01   0.000000E+00   0.466466E-01   0.111773E-08   0.458214E-06   0.296752E-07
  2175   0.146010E+03   0.587758E+01   0.000000E+00   0.145923E-01   0.111659E-08   0.458424E-06   0.298697E-07
  2176   0.145223E+03   0.590818E+01   0.000000E+00  -0.200160E-01   0.111544E-08   0.458739E-06   0.300580E-07
  2177   0.144442E+03   0.593854E+01   0.000000E+00  -0.571466E-01   0.111430E-08   0.459149E-06   0.302397E-07
  2178   0.143667E+03   0.596864E+01   0.000000E+00  -0.967673E-01   0.111316E-08   0.459646E-06   0.304147E-07
  2179   0.142899E+03   0.599847E+01   0.000000E+00  -0.138846E+00   0.111202E-08   0.460220E-06   0.305828E-07
  2180   0.142137E+03   0.602800E+01   0.000000E+00  -0.183351E+00   0.111088E-08   0.460862E-06   0.307436E-07
  2181   0.141382E+03   0.605723E+01   0.000000E+00  -0.230248E+00   0.110975E-08   0.461564E-06   0.308970E-07
  2182   0.140634E+03   0.608615E+01   0.000000E+00  -0.279497E+00   0.110861E-08   0.462318E-06   0.310428E-07
  2183   0.139894E+03   0.611473E+01   0.000000E+00  -0.331056E+00   0.110748E-08   0.463113E-06   0.311806E-07
  2184   0.139160E+03   0.614297E+01   0.000000E+00  -0.384885E+00   0.110635E-08   0.463941E-06   0.313104E-07
  2185   0.138434E+03   0.617085E+01   0.000000E+00  -0.440942E+00   0.110522E-08   0.464794E-06   0.314318E-07
  2186   0.137715E+03   0.619836E+01   0.000000E+00  -0.499185E+00   0.110409E-08   0.465662E-06   0.315447E-07
  2187   0.137004E+03   0.622548E+01   0.000000E+00  -0.559573E+00   0.110296E-08   0.466538E-06   0.316488E-07
  2188   0.136300E+03   0.625220E+01   0.000000E+00  -0.622065E+00   0.110184E-08   0.467410E-06   0.317438E-07
  2189   0.135604E+03   0.627851E+01   0.000000E+00  -0.686618E+00   0.110071E-08   0.468272E-06   0.318296E-07
  2190   0.134916E+03   0.630440E+01   0.000000E+00  -0.753188E+00   0.109959E-08   0.469114E-06   0.319059E-07
  2191   0.134235E+03   0.632983E+01   0.000000E+00  -0.821735E+00   0.109847E-08   0.469928E-06   0.319725E-07
  2192   0.133563E+03   0.635482E+01   0.000000E+00  -0.892215E+00   0.109735E-08   0.470704E-06   0.320292E-07
  2193   0.132899E+03   0.637934E+01   0.000000E+00  -0.964585E+00   0.109623E-08   0.471433E-06   0.320757E-07
  2194   0.132242E+03   0.640338E+01   0.000000E+00  -0.103880E+01   0.109512E-08   0.472107E-06   0.321118E-07
  2195   0.131594E+03   0.642692E+01   0.000000E+00  -0.111483E+01   0.109400E-08   0.472718E-06   0.321372E-07
  2196   0.130955E+03   0.644996E+01   0.000000E+00  -0.119260E+01   0.109289E-08   0.473255E-06   0.321519E-07
  2197   0.130324E+03   0.647248E+01   0.000000E+00  -0.127209E+01   0.109178E-08   0.473710E-06   0.321554E-07
  2198   0.129700E+03   0.649447E+01   0.000000E+00  -0.135321E+01   0.109067E-08   0.474075E-06   0.321477E-07
  2199   0.129086E+03   0.651592E+01   0.000000E+00  -0.143595E+01   0.108956E-08   0.474340E-06   0.321284E-07
  2200   0.128480E+03   0.653683E+01   0.000000E+00  -0.152023E+01   0.108845E-08   0.474498E-06   0.320974E-07
  2201   0.127883E+03   0.655718E+01   0.000000E+00  -0.160601E+01   0.108734E-08   0.474539E-06   0.320545E-07
  2202   0.127295E+03   0.657696E+01   0.000000E+00  -0.169324E+01   0.108624E-08   0.474460E-06   0.320001E-07
  2203   0.126716E+03   0.659616E+01   0.000000E+00  -0.178188E+01   0.108514E-08   0.474260E-06   0.319348E-07
  2204   0.126146E+03   0.661478E+01   0.000000E+00  -0.187188E+01   0.108403E-08   0.473936E-06   0.318591E-07
  2205   0.125584E+03   0.663281E+01   0.000000E+00  -0.196321E+01   0.108293E-08   0.473486E-06   0.317736E-07
  2206   0.125031E+03   0.665024E+01   0.000000E+00  -0.205582E+01   0.108183E-08   0.472907E-06   0.316787E-07
  2207   0.124488E+03   0.666705E+01   0.000000E+00  -0.214967E+01   0.108074E-08   0.472198E-06   0.315750E-07
  2208   0.123953E+03   0.668323E+01   0.000000E+00  -0.224471E+01   0.107964E-08   0.471355E-06   0.314631E-07
  2209   0.123427E+03   0.669879E+01   0.000000E+00  -0.234089E+01   0.107855E-08   0.470377E-06   0.313434E-07
  2210   0.122910E+03   0.671371E+01   0.000000E+00  -0.243818E+01   0.107745E-08   0.469261E-06   0.312165E-07
  2211   0.122402E+03   0.672800E+01   0.000000E+00  -0.253652E+01   0.107636E-08   0.468006E-06   0.310829E-07
  2212   0.121904E+03   0.674163E+01   0.000000E+00  -0.263587E+01   0.107527E-08   0.466608E-06   0.309433E-07
  2213   0.121414E+03   0.675461E+01   0.000000E+00  -0.273617E+01   0.107418E-08   0.465066E-06   0.307980E-07
  2214   0.120934E+03   0.676693E+01   0.000000E+00  -0.283737E+01   0.107310E-08   0.463377E-06   0.306476E-07
  2215   0.120462E+03   0.677858E+01   0.000000E+00  -0.293943E+01   0.107201E-08   0.461539E-06   0.304927E-07
  2216   0.120000E+03   0.678956E+01   0.000000E+00  -0.304229E+01   0.107093E-08   0.459550E-06   0.303338E-07
  2217   0.119546E+03   0.679987E+01   0.000000E+00  -0.314592E+01   0.106984E-08   0.457407E-06   0.301714E-07
  2218   0.119103E+03   0.680950E+01   0.000000E+00  -0.325024E+01   0.106876E-08   0.455109E-06   0.300060E-07
  2219   0.118667E+03   0.681845E+01   0.000000E+00  -0.335523E+01   0.106768E-08   0.452652E-06   0.298383E-07
  2220   0.118241E+03   0.682671E+01   0.000000E+00  -0.346082E+01   0.106660E-08   0.450035E-06   0.296686E-07
  2221   0.117824E+03   0.683429E+01   0.000000E+00  -0.356698E+01   0.106553E-08   0.447255E-06   0.294977E-07
  2222   0.117416E+03   0.684117E+01   0.000000E+00  -0.367364E+01   0.106445E-08   0.444311E-06   0.293259E-07
  2223   0.117018E+03   0.684736E+01   0.000000E+00  -0.378076E+01   0.106338E-08   0.441199E-06   0.291538E-07
  2224   0.116628E+03   0.685285E+01   0.000000E+00  -0.388829E+01   0.106230E-08   0.437918E-06   0.289819E-07
  2225   0.116248E+03   0.685763E+01   0.000000E+00  -0.399619E+01   0.106123E-08   0.434465E-06   0.288109E-07
  2226   0.115876E+03   0.686171E+01   0.000000E+00  -0.410440E+01   0.106016E-08   0.430838E-06   0.286411E-07
  2227   0.115513E+03   0.686507E+01   0.000000E+00  -0.421287E+01   0.105909E-08   0.427034E-06   0.284732E-07
  2228   0.115160E+03   0.686772E+01   0.000000E+00  -0.432156E+01   0.105802E-08   0.423052E-06   0.283077E-07
  2229   0.114814E+03   0.686966E+01   0.000000E+00  -0.443041E+01   0.105696E-08   0.418889E-06   0.281451E-07
  2230   0.114478E+03   0.687088E+01   0.000000E+00  -0.453938E+01   0.105589E-08   0.414544E-06   0.279859E-07
  2231   0.114151E+03   0.687138E+01   0.000000E+00  -0.464842E+01   0.105483E-08   0.410012E-06   0.278307E-07
  2232   0.113833E+03   0.687116E+01   0.000000E+00  -0.475747E+01   0.105377E-08   0.405293E-06   0.276800E-07
  2233   0.113522E+03   0.687023E+01   0.000000E+00  -0.486649E+01   0.105271E-08   0.400384E-06   0.275343E-07
  2234   0.113221E+03   0.686858E+01   0.000000E+00  -0.497543E+01   0.105165E-08   0.395283E-06   0.273942E-07
  2235   0.112928E+03   0.686622E+01   0.000000E+00  -0.508423E+01   0.105059E-08   0.389988E-06   0.272602E-07
  2236   0.112645E+03   0.686316E+01   0.000000E+00  -0.519284E+01   0.104954E-08   0.384495E-06   0.271329E-07
  2237   0.112369E+03   0.685939E+01   0.000000E+00  -0.530122E+01   0.104848E-08   0.378804E-06   0.270127E-07
  2238   0.112102E+03   0.685492E+01   0.000000E+00  -0.540933E+01   0.104743E-08   0.372911E-06   0.269001E-07
  2239   0.111843E+03   0.684974E+01   0.000000E+00  -0.551710E+01   0.104638E-08   0.366815E-06   0.267959E-07
  2240   0.111593E+03   0.684386E+01   0.000000E+00  -0.562451E+01   0.104533E-08   0.360512E-06   0.267003E-07
  2241   0.111350E+03   0.683727E+01   0.000000E+00  -0.573149E+01   0.104428E-08   0.354002E-06   0.266141E-07
  2242   0.111116E+03   0.682997E+01   0.000000E+00  -0.583801E+01   0.104323E-08   0.347281E-06   0.265377E-07
  2243   0.110890E+03   0.682198E+01   0.000000E+00  -0.594401E+01   0.104218E-08   0.340347E-06   0.264717E-07
  2244   0.110672E+03   0.681329E+01   0.000000E+00  -0.604945E+01   0.104114E-08   0.333199E-06   0.264165E-07
  2245   0.110461E+03   0.680389E+01   0.000000E+00  -0.615429E+01   0.104009E-08   0.325833E-06   0.263728E-07
  2246   0.110259E+03   0.679380E+01   0.000000E+00  -0.625848E+01   0.103905E-08   0.318248E-06   0.263410E-07
  2247   0.110064E+03   0.678303E+01   0.000000E+00  -0.636198E+01   0.103801E-08   0.310441E-06   0.263217E-07
  2248   0.109877E+03   0.677156E+01   0.000000E+00  -0.646473E+01   0.103697E-08   0.302410E-06   0.263154E-07
  2249   0.109697E+03   0.675942E+01   0.000000E+00  -0.656671E+01   0.103593E-08   0.294152E-06   0.263227E-07
  2250   0.109525E+03   0.674659E+01   0.000000E+00  -0.666785E+01   0.103490E-08   0.285666E-06   0.263440E-07
  2251   0.109361E+03   0.673310E+01   0.000000E+00  -0.676812E+01   0.103386E-08   0.276952E-06   0.263798E-07
  2252   0.109203E+03   0.671893E+01   0.000000E+00  -0.686748E+01   0.103283E-08   0.268026E-06   0.264293E-07
  2253   0.109052E+03   0.670409E+01   0.000000E+00  -0.696590E+01   0.103179E-08   0.258904E-06   0.264920E-07
  2254   0.108909E+03   0.668859E+01   0.000000E+00  -0.706334E+01   0.103076E-08   0.249607E-06   0.265668E-07
  2255   0.108772E+03   0.667242E+01   0.000000E+00  -0.715976E+01   0.102973E-08   0.240151E-06   0.266532E-07
  2256   0.108643E+03   0.665560E+01   0.000000E+00  -0.725513E+01   0.102870E-08   0.230555E-06   0.267502E-07
  2257   0.108520E+03   0.663812E+01   0.000000E+00  -0.734942E+01   0.102768E-08   0.220836E-06   0.268571E-07
  2258   0.108404E+03   0.661998E+01   0.000000E+00  -0.744258E+01   0.102665E-08   0.211014E-06   0.269732E-07
  2259   0.108294E+03   0.660120E+01   0.000000E+00  -0.753459E+01   0.102562E-08   0.201105E-06   0.270975E-07
  2260   0.108191E+03   0.658179E+01   0.000000E+00  -0.762542E+01   0.102460E-08   0.191129E-06   0.272294E-07
  2261   0.108095E+03   0.656174E+01   0.000000E+00  -0.771502E+01   0.102358E-08   0.181103E-06   0.273681E-07
  2262   0.108004E+03   0.654108E+01   0.000000E+00  -0.780338E+01   0.102256E-08   0.171046E-06   0.275128E-07
  2263   0.107919E+03   0.651982E+01   0.000000E+00  -0.789045E+01   0.102154E-08   0.160975E-06   0.276626E-07
  2264   0.107841E+03   0.649795E+01   0.000000E+00  -0.797621E+01   0.102052E-08   0.150909E-06   0.278168E-07
  2265   0.107768E+03   0.647549E+01   0.000000E+00  -0.806063E+01   0.101950E-08   0.140866E-06   0.279747E-07
  2266   0.107702E+03   0.645245E+01   0.000000E+00  -0.814370E+01   0.101849E-08   0.130863E-06   0.281354E-07
  2267   0.107641E+03   0.642884E+01   0.000000E+00  -0.822533E+01   0.101747E-08   0.120920E-06   0.282981E-07
  2268   0.107585E+03   0.640465E+01   0.000000E+00  -0.830553E+01   0.101646E-08   0.111054E-06   0.284621E-07
  2269   0.107535E+03   0.637991E+01   0.000000E+00  -0.838426E+01   0.101545E-08   0.101284E-06   0.286265E-07
  2270   0.107490E+03   0.635461E+01   0.000000E+00  -0.846158E+01   0.101444E-08   0.916263E-07   0.287907E-07
  2271   0.107451E+03   0.632877E+01   0.000000E+00  -0.853736E+01   0.101343E-08   0.821008E-07   0.289537E-07
  2272   0.107416E+03   0.630238E+01   0.000000E+00  -0.861159E+01   0.101242E-08   0.727249E-07   0.291149E-07
  2273   0.107387E+03   0.627547E+01   0.000000E+00  -0.868429E+01   0.101142E-08   0.635168E-07   0.292734E-07
  2274   0.107362E+03   0.624804E+01   0.000000E+00  -0.875538E+01   0.101041E-08   0.544947E-07   0.294285E-07
  2275   0.107342E+03   0.622011E+01   0.000000E+00  -0.882487E+01   0.100941E-08   0.456767E-07   0.295793E-07
  2276   0.107327E+03   0.619168E+01   0.000000E+00  -0.889277E+01   0.100841E-08   0.370809E-07   0.297251E-07
  2277   0.107315E+03   0.616275E+01   0.000000E+00  -0.895901E+01   0.100740E-08   0.287254E-07   0.298651E-07
  2278   0.107308E+03   0.613337E+01   0.000000E+00  -0.902358E+01   0.100640E-08   0.206284E-07   0.299985E-07
  2279   0.107305E+03   0.610351E+01   0.000000E+00  -0.908650E+01   0.100541E-08   0.128080E-07   0.301245E-07
  2280   0.107307E+03   0.607320E+01   0.000000E+00  -0.914770E+01   0.100441E-08   0.528221E-08   0.302423E-07
  2281   0.107312E+03   0.604244E+01   0.000000E+00  -0.920711E+01   0.100341E-08  -0.193071E-08   0.303512E-07
  2282   0.107321E+03   0.601125E+01   0.000000E+00  -0.926480E+01   0.100242E-08  -0.881268E-08   0.304504E-07
  2283   0.107333E+03   0.597963E+01   0.000000E+00  -0.932079E+01   0.100143E-08  -0.153456E-07   0.305390E-07
  2284   0.107349E+03   0.594759E+01   0.000000E+00  -0.937493E+01   0.100043E-08  -0.215113E-07   0.306163E-07
  2285   0.107368E+03   0.591515E+01   0.000000E+00  -0.942730E+01   0.999443E-09  -0.272917E-07   0.306815E-07
  2286   0.107391E+03   0.588231E+01   0.000000E+00  -0.947782E+01   0.998453E-09  -0.326686E-07   0.307339E-07
  2287   0.107416E+03   0.584909E+01   0.000000E+00  -0.952659E+01   0.997465E-09  -0.376240E-07   0.307726E-07
  2288   0.107444E+03   0.581549E+01   0.000000E+00  -0.957345E+01   0.996478E-09  -0.421396E-07   0.307968E-07
  2289   0.107475E+03   0.578154E+01   0.000000E+00  -0.961849E+01   0.995493E-09  -0.461975E-07   0.308058E-07
  2290   0.107509E+03   0.574724E+01   0.000000E+00  -0.966163E+01   0.994508E-09  -0.497794E-07   0.307988E-07
  2291   0.107545E+03   0.571262E+01   0.000000E+00  -0.970296E+01   0.993525E-09  -0.528673E-07   0.307750E-07
  2292   0.107584E+03   0.567768E+01   0.000000E+00  -0.974241E+01   0.992543E-09  -0.554429E-07   0.307336E-07
  2293   0.107625E+03   0.564244E+01   0.000000E+00  -0.977990E+01   0.991563E-09  -0.574883E-07   0.306738E-07
  2294   0.107667E+03   0.560690E+01   0.000000E+00  -0.981560E+01   0.990584E-09  -0.589852E-07   0.305949E-07
  2295   0.107712E+03   0.557108E+01   0.000000E+00  -0.984928E+01   0.989606E-09  -0.599156E-07   0.304960E-07
  2296   0.107758E+03   0.553501E+01   0.000000E+00  -0.988110E+01   0.988629E-09  -0.602613E-07   0.303764E-07
  2297   0.107807E+03   0.549867E+01   0.000000E+00  -0.991098E+01   0.987653E-09  -0.600042E-07   0.302352E-07
  2298   0.107856E+03   0.546208E+01   0.000000E+00  -0.993902E+01   0.986679E-09  -0.591261E-07   0.300718E-07
  2299   0.107907E+03   0.542526E+01   0.000000E+00  -0.996506E+01   0.985706E-09  -0.576090E-07   0.298852E-07
  2300   0.107959E+03   0.538822E+01   0.000000E+00  -0.998911E+01   0.984734E-09  -0.554347E-07   0.296748E-07
  2301   0.108012E+03   0.535097E+01   0.000000E+00  -0.100113E+02   0.983764E-09  -0.525916E-07   0.294400E-07
  2302   0.108067E+03   0.531352E+01   0.000000E+00  -0.100315E+02   0.982795E-09  -0.490936E-07   0.291813E-07
  2303   0.108121E+03   0.527588E+01   0.000000E+00  -0.100498E+02   0.981827E-09  -0.449611E-07   0.288996E-07
  2304   0.108177E+03   0.523806E+01   0.000000E+00  -0.100661E+02   0.980860E-09  -0.402147E-07   0.285955E-07
  2305   0.108233E+03   0.520009E+01   0.000000E+00  -0.100805E+02   0.979894E-09  -0.348748E-07   0.282699E-07
  2306   0.108289E+03   0.516195E+01   0.000000E+00  -0.100929E+02   0.978930E-09  -0.289618E-07   0.279237E-07
  2307   0.108346E+03   0.512368E+01   0.000000E+00  -0.101034E+02   0.977967E-09  -0.224962E-07   0.275575E-07
  2308   0.108403E+03   0.508528E+01   0.000000E+00  -0.101119E+02   0.977006E-09  -0.154983E-07   0.271721E-07
  2309   0.108460E+03   0.504675E+01   0.000000E+00  -0.101185E+02   0.976045E-09  -0.798871E-08   0.267684E-07
  2310   0.108517E+03   0.500812E+01   0.000000E+00  -0.101233E+02   0.975086E-09   0.122030E-10   0.263472E-07
  2311   0.108574E+03   0.496938E+01   0.000000E+00  -0.101260E+02   0.974128E-09   0.848399E-08   0.259092E-07
  2312   0.108630E+03   0.493057E+01   0.000000E+00  -0.101268E+02   0.973171E-09   0.174062E-07   0.254551E-07
  2313   0.108687E+03   0.489167E+01   0.000000E+00  -0.101258E+02   0.972215E-09   0.267584E-07   0.249859E-07
  2314   0.108743E+03   0.485273E+01   0.000000E+00  -0.101228E+02   0.971261E-09   0.365201E-07   0.245023E-07
  2315   0.108798E+03   0.481372E+01   0.000000E+00  -0.101179E+02   0.970308E-09   0.466710E-07   0.240051E-07
  2316   0.108852E+03   0.477468E+01   0.000000E+00  -0.101112E+02   0.969356E-09   0.571904E-07   0.234951E-07
  2317   0.108905E+03   0.473561E+01   0.000000E+00  -0.101026E+02   0.968405E-09   0.680581E-07   0.229730E-07
  2318   0.108958E+03   0.469653E+01   0.000000E+00  -0.100920E+02   0.967456E-09   0.792536E-07   0.224396E-07
  2319   0.109009E+03   0.465743E+01   0.000000E+00  -0.100797E+02   0.966507E-09   0.907564E-07   0.218958E-07
  2320   0.109059E+03   0.461834E+01   0.000000E+00  -0.100655E+02   0.965560E-09   0.102546E-06   0.213423E-07
  2321   0.109108E+03   0.457926E+01   0.000000E+00  -0.100494E+02   0.964614E-09   0.114602E-06   0.207800E-07
  2322   0.109155E+03   0.454022E+01   0.000000E+00  -0.100316E+02   0.963670E-09   0.126904E-06   0.202095E-07
  2323   0.109201E+03   0.450121E+01   0.000000E+00  -0.100119E+02   0.962726E-09   0.139432E-06   0.196317E-07
  2324   0.109246E+03   0.446226E+01   0.000000E+00  -0.999043E+01   0.961784E-09   0.152165E-06   0.190474E-07
  2325   0.109288E+03   0.442337E+01   0.000000E+00  -0.996725E+01   0.960843E-09   0.165082E-06   0.184574E-07
  2326   0.109329E+03   0.438456E+01   0.000000E+00  -0.994228E+01   0.959903E-09   0.178164E-06   0.178625E-07
  2327   0.109367E+03   0.434585E+01   0.000000E+00  -0.991554E+01   0.958965E-09   0.191389E-06   0.172633E-07
  2328   0.109404E+03   0.430724E+01   0.000000E+00  -0.988717E+01   0.958027E-09   0.204738E-06   0.166609E-07
  2329   0.109439E+03   0.426875E+01   0.000000E+00  -0.985710E+01   0.957091E-09   0.218190E-06   0.160558E-07
  2330   0.109472E+03   0.423039E+01   0.000000E+00  -0.982534E+01   0.956156E-09   0.231724E-06   0.154490E-07
  2331   0.109502E+03   0.419216E+01   0.000000E+00  -0.979198E+01   0.955222E-09   0.245320E-06   0.148411E-07
  2332   0.109530E+03   0.415407E+01   0.000000E+00  -0.975693E+01   0.954289E-09   0.258958E-06   0.142331E-07
  2333   0.109555E+03   0.411614E+01   0.000000E+00  -0.972027E+01   0.953358E-09   0.272617E-06   0.136256E-07
  2334   0.109578E+03   0.407838E+01   0.000000E+00  -0.968203E+01   0.952427E-09   0.286277E-06   0.130195E-07
  2335   0.109598E+03   0.404080E+01   0.000000E+00  -0.964219E+01   0.951498E-09   0.299916E-06   0.124156E-07
  2336   0.109615E+03   0.400340E+01   0.000000E+00  -0.960083E+01   0.950570E-09   0.313516E-06   0.118146E-07
  2337   0.109630E+03   0.396621E+01   0.000000E+00  -0.955798E+01   0.949644E-09   0.327055E-06   0.112173E-07
  2338   0.109642E+03   0.392921E+01   0.000000E+00  -0.951354E+01   0.948718E-09   0.340513E-06   0.106246E-07
  2339   0.109650E+03   0.389244E+01   0.000000E+00  -0.946768E+01   0.947794E-09   0.353869E-06   0.100372E-07
  2340   0.109656E+03   0.385591E+01   0.000000E+00  -0.942040E+01   0.946871E-09   0.367104E-06   0.945588E-08
  2341   0.109658E+03   0.381961E+01   0.000000E+00  -0.937164E+01   0.945948E-09   0.380196E-06   0.888145E-08
  2342   0.109657E+03   0.378356E+01   0.000000E+00  -0.932147E+01   0.945028E-09   0.393125E-06   0.831470E-08
  2343   0.109653E+03   0.374778E+01   0.000000E+00  -0.926997E+01   0.944108E-09   0.405871E-06   0.775641E-08
  2344   0.109645E+03   0.371226E+01   0.000000E+00  -0.921715E+01   0.943189E-09   0.418413E-06   0.720738E-08
  2345   0.109634E+03   0.367703E+01   0.000000E+00  -0.916293E+01   0.942272E-09   0.430731E-06   0.666840E-08
  2346   0.109619E+03   0.364208E+01   0.000000E+00  -0.910748E+01   0.941356E-09   0.442804E-06   0.614025E-08
  2347   0.109601E+03   0.360743E+01   0.000000E+00  -0.905071E+01   0.940441E-09   0.454613E-06   0.562372E-08
  2348   0.109579E+03   0.357309E+01   0.000000E+00  -0.899272E+01   0.939527E-09   0.466135E-06   0.511960E-08
  2349   0.109553E+03   0.353905E+01   0.000000E+00  -0.893350E+01   0.938614E-09   0.477352E-06   0.462868E-08
  2350   0.109523E+03   0.350535E+01   0.000000E+00  -0.887314E+01   0.937703E-09   0.488243E-06   0.415175E-08
  2351   0.109490E+03   0.347198E+01   0.000000E+00  -0.881156E+01   0.936792E-09   0.498790E-06   0.368945E-08
  2352   0.109453E+03   0.343894E+01   0.000000E+00  -0.874892E+01   0.935883E-09   0.508989E-06   0.324185E-08
  2353   0.109411E+03   0.340626E+01   0.000000E+00  -0.868514E+01   0.934975E-09   0.518842E-06   0.280886E-08
  2354   0.109365E+03   0.337393E+01   0.000000E+00  -0.862037E+01   0.934068E-09   0.528346E-06   0.239041E-08
  2355   0.109316E+03   0.334196E+01   0.000000E+00  -0.855446E+01   0.933162E-09   0.537501E-06   0.198640E-08
  2356   0.109262E+03   0.331038E+01   0.000000E+00  -0.848757E+01   0.932257E-09   0.546308E-06   0.159677E-08
  2357   0.109205E+03   0.327917E+01   0.000000E+00  -0.841976E+01   0.931354E-09   0.554766E-06   0.122143E-08
  2358   0.109143E+03   0.324835E+01   0.000000E+00  -0.835097E+01   0.930451E-09   0.562874E-06   0.860295E-09
  2359   0.109077E+03   0.321792E+01   0.000000E+00  -0.828126E+01   0.929550E-09   0.570633E-06   0.513287E-09
  2360   0.109007E+03   0.318788E+01   0.000000E+00  -0.821057E+01   0.928650E-09   0.578040E-06   0.180325E-09
  2361   0.108932E+03   0.315825E+01   0.000000E+00  -0.813912E+01   0.927751E-09   0.585097E-06  -0.138672E-09
  2362   0.108853E+03   0.312903E+01   0.000000E+00  -0.806676E+01   0.926853E-09   0.591803E-06  -0.443786E-09
  2363   0.108770E+03   0.310022E+01   0.000000E+00  -0.799364E+01   0.925956E-09   0.598158E-06  -0.735099E-09
  2364   0.108682E+03   0.307182E+01   0.000000E+00  -0.791968E+01   0.925060E-09   0.604160E-06  -0.101269E-08
  2365   0.108589E+03   0.304385E+01   0.000000E+00  -0.784504E+01   0.924166E-09   0.609810E-06  -0.127664E-08
