#    L    TT             EE             TE             PP             TP          
  2108   0.204078E+03   0.413741E+01  -0.427416E+01   0.558080E+05   0.130232E+02
  2109   0.203279E+03   0.414645E+01  -0.411680E+01   0.557497E+05   0.130001E+02
  2110   0.202473E+03   0.415633E+01  -0.396180E+01   0.556914E+05   0.129686E+02
  2111   0.201662E+03   0.416705E+01  -0.380919E+01   0.556332E+05   0.129289E+02
  2112   0.200845E+03   0.417859E+01  -0.365903E+01   0.555750E+05   0.128815E+02
  2113   0.200022E+03   0.419094E+01  -0.351132E+01   0.555170E+05   0.128265E+02
  2114   0.199192E+03   0.420408E+01  -0.336613E+01   0.554590E+05   0.127645E+02
  2115   0.198358E+03   0.421800E+01  -0.322347E+01   0.554011E+05   0.126957E+02
  2116   0.197518E+03   0.423269E+01  -0.308339E+01   0.553433E+05   0.126204E+02
  2117   0.196674E+03   0.424814E+01  -0.294591E+01   0.552856E+05   0.125391E+02
  2118   0.195824E+03   0.426433E+01  -0.281108E+01   0.552279E+05   0.124520E+02
  2119   0.194969E+03   0.428124E+01  -0.267891E+01   0.551703E+05   0.123595E+02
  2120   0.194110E+03   0.429887E+01  -0.254945E+01   0.551128E+05   0.122619E+02
  2121   0.193247E+03   0.431720E+01  -0.242271E+01   0.550554E+05   0.121597E+02
  2122   0.192379E+03   0.433620E+01  -0.229872E+01   0.549981E+05   0.120530E+02
  2123   0.191507E+03   0.435588E+01  -0.217752E+01   0.549408E+05   0.119423E+02
  2124   0.190633E+03   0.437621E+01  -0.205912E+01   0.548836E+05   0.118280E+02
  2125   0.189754E+03   0.439718E+01  -0.194356E+01   0.548265E+05   0.117103E+02
  2126   0.188873E+03   0.441877E+01  -0.183085E+01   0.547695E+05   0.115895E+02
  2127   0.187988E+03   0.444097E+01  -0.172103E+01   0.547125E+05   0.114662E+02
  2128   0.187101E+03   0.446376E+01  -0.161410E+01   0.546556E+05   0.113405E+02
  2129   0.186211E+03   0.448711E+01  -0.151009E+01   0.545988E+05   0.112128E+02
  2130   0.185318E+03   0.451103E+01  -0.140902E+01   0.545421E+05   0.110835E+02
  2131   0.184424E+03   0.453548E+01  -0.131092E+01   0.544855E+05   0.109529E+02
  2132   0.183526E+03   0.456046E+01  -0.121581E+01   0.544289E+05   0.108213E+02
  2133   0.182628E+03   0.458594E+01  -0.112368E+01   0.543724E+05   0.106892E+02
  2134   0.181727E+03   0.461192E+01  -0.103456E+01   0.543160E+05   0.105568E+02
  2135   0.180826E+03   0.463836E+01  -0.948468E+00   0.542596E+05   0.104245E+02
  2136   0.179923E+03   0.466525E+01  -0.865394E+00   0.542034E+05   0.102925E+02
  2137   0.179019E+03   0.469259E+01  -0.785357E+00   0.541472E+05   0.101614E+02
  2138   0.178115E+03   0.472034E+01  -0.708363E+00   0.540911E+05   0.100314E+02
  2139   0.177210E+03   0.474850E+01  -0.634428E+00   0.540351E+05   0.990279E+01
  2140   0.176305E+03   0.477704E+01  -0.563559E+00   0.539791E+05   0.977600E+01
  2141   0.175400E+03   0.480594E+01  -0.495755E+00   0.539232E+05   0.965135E+01
  2142   0.174496E+03   0.483520E+01  -0.431015E+00   0.538674E+05   0.952918E+01
  2143   0.173592E+03   0.486478E+01  -0.369356E+00   0.538117E+05   0.940984E+01
  2144   0.172689E+03   0.489467E+01  -0.310770E+00   0.537560E+05   0.929365E+01
  2145   0.171786E+03   0.492485E+01  -0.255269E+00   0.537004E+05   0.918098E+01
  2146   0.170884E+03   0.495530E+01  -0.202854E+00   0.536449E+05   0.907215E+01
  2147   0.169983E+03   0.498601E+01  -0.153522E+00   0.535895E+05   0.896752E+01
  2148   0.169084E+03   0.501695E+01  -0.107269E+00   0.535342E+05   0.886742E+01
  2149   0.168187E+03   0.504811E+01  -0.640906E-01   0.534789E+05   0.877221E+01
  2150   0.167291E+03   0.507946E+01  -0.239837E-01   0.534237E+05   0.868221E+01
  2151   0.166398E+03   0.511100E+01   0.130554E-01   0.533685E+05   0.859770E+01
  2152   0.165506E+03   0.514269E+01   0.470305E-01   0.533135E+05   0.851860E+01
  2153   0.164617E+03   0.517452E+01   0.779457E-01   0.532585E+05   0.844476E+01
  2154   0.163731E+03   0.520647E+01   0.105811E+00   0.532036E+05   0.837603E+01
  2155   0.162848E+03   0.523855E+01   0.130639E+00   0.531487E+05   0.831226E+01
  2156   0.161967E+03   0.527071E+01   0.152444E+00   0.530940E+05   0.825329E+01
  2157   0.161089E+03   0.530295E+01   0.171236E+00   0.530393E+05   0.819898E+01
  2158   0.160215E+03   0.533525E+01   0.187030E+00   0.529847E+05   0.814918E+01
  2159   0.159344E+03   0.536760E+01   0.199837E+00   0.529301E+05   0.810373E+01
  2160   0.158477E+03   0.539997E+01   0.209671E+00   0.528757E+05   0.806248E+01
  2161   0.157613E+03   0.543236E+01   0.216549E+00   0.528213E+05   0.802528E+01
  2162   0.156754E+03   0.546474E+01   0.220491E+00   0.527670E+05   0.799199E+01
  2163   0.155898E+03   0.549710E+01   0.221514E+00   0.527127E+05   0.796243E+01
  2164   0.155047E+03   0.552941E+01   0.219638E+00   0.526585E+05   0.793648E+01
  2165   0.154200E+03   0.556166E+01   0.214881E+00   0.526044E+05   0.791397E+01
  2166   0.153358E+03   0.559385E+01   0.207261E+00   0.525504E+05   0.789475E+01
  2167   0.152520E+03   0.562593E+01   0.196800E+00   0.524965E+05   0.787868E+01
  2168   0.151688E+03   0.565792E+01   0.183527E+00   0.524426E+05   0.786559E+01
  2169   0.150860E+03   0.568978E+01   0.167475E+00   0.523888E+05   0.785535E+01
  2170   0.150038E+03   0.572151E+01   0.148676E+00   0.523350E+05   0.784779E+01
  2171   0.149220E+03   0.575308E+01   0.127160E+00   0.522813E+05   0.784277E+01
  2172   0.148409E+03   0.578449E+01   0.102963E+00   0.522278E+05   0.784013E+01
  2173   0.147603E+03   0.581572E+01   0.761138E-01   0.521742E+05   0.783973E+01
  2174   0.146803E+03   0.584676E+01   0.466466E-01   0.521208E+05   0.784141E+01
  2175   0.146010E+03   0.587758E+01   0.145923E-01   0.520674E+05   0.784503E+01
  2176   0.145223E+03   0.590818E+01  -0.200160E-01   0.520141E+05   0.785042E+01
  2177   0.144442E+03   0.593854E+01  -0.571466E-01   0.519608E+05   0.785744E+01
  2178   0.143667E+03   0.596864E+01  -0.967673E-01   0.519077E+05   0.786594E+01
  2179   0.142899E+03   0.599847E+01  -0.138846E+00   0.518546E+05   0.787576E+01
  2180   0.142137E+03   0.602800E+01  -0.183351E+00   0.518016E+05   0.788676E+01
  2181   0.141382E+03   0.605723E+01  -0.230248E+00   0.517486E+05   0.789877E+01
  2182   0.140634E+03   0.608615E+01  -0.279497E+00   0.516957E+05   0.791167E+01
  2183   0.139894E+03   0.611473E+01  -0.331056E+00   0.516429E+05   0.792528E+01
  2184   0.139160E+03   0.614297E+01  -0.384885E+00   0.515902E+05   0.793946E+01
  2185   0.138434E+03   0.617085E+01  -0.440942E+00   0.515375E+05   0.795405E+01
  2186   0.137715E+03   0.619836E+01  -0.499185E+00   0.514849E+05   0.796892E+01
  2187   0.137004E+03   0.622548E+01  -0.559573E+00   0.514324E+05   0.798389E+01
  2188   0.136300E+03   0.625220E+01  -0.622065E+00   0.513799E+05   0.799884E+01
  2189   0.135604E+03   0.627851E+01  -0.686618E+00   0.513275E+05   0.801359E+01
  2190   0.134916E+03   0.630440E+01  -0.753188E+00   0.512752E+05   0.802800E+01
  2191   0.134235E+03   0.632983E+01  -0.821735E+00   0.512229E+05   0.804192E+01
  2192   0.133563E+03   0.635482E+01  -0.892215E+00   0.511708E+05   0.805520E+01
  2193   0.132899E+03   0.637934E+01  -0.964585E+00   0.511187E+05   0.806769E+01
  2194   0.132242E+03   0.640338E+01  -0.103880E+01   0.510666E+05   0.807923E+01
  2195   0.131594E+03   0.642692E+01  -0.111483E+01   0.510146E+05   0.808967E+01
  2196   0.130955E+03   0.644996E+01  -0.119260E+01   0.509627E+05   0.809887E+01
  2197   0.130324E+03   0.647248E+01  -0.127209E+01   0.509109E+05   0.810667E+01
  2198   0.129700E+03   0.649447E+01  -0.135321E+01   0.508591E+05   0.811291E+01
  2199   0.129086E+03   0.651592E+01  -0.143595E+01   0.508074E+05   0.811746E+01
  2200   0.128480E+03   0.653683E+01  -0.152023E+01   0.507558E+05   0.812015E+01
  2201   0.127883E+03   0.655718E+01  -0.160601E+01   0.507042E+05   0.812085E+01
  2202   0.127295E+03   0.657696E+01  -0.169324E+01   0.506528E+05   0.811952E+01
  2203   0.126716E+03   0.659616E+01  -0.178188E+01   0.506013E+05   0.811609E+01
  2204   0.126146E+03   0.661478E+01  -0.187188E+01   0.505500E+05   0.811055E+01
  2205   0.125584E+03   0.663281E+01  -0.196321E+01   0.504987E+05   0.810285E+01
  2206   0.125031E+03   0.665024E+01  -0.205582E+01   0.504475E+05   0.809295E+01
  2207   0.124488E+03   0.666705E+01  -0.214967E+01   0.503963E+05   0.808081E+01
  2208   0.123953E+03   0.668323E+01  -0.224471E+01   0.503452E+05   0.806639E+01
  2209   0.123427E+03   0.669879E+01  -0.234089E+01   0.502942E+05   0.804965E+01
  2210   0.122910E+03   0.671371E+01  -0.243818E+01   0.502433E+05   0.803056E+01
  2211   0.122402E+03   0.672800E+01  -0.253652E+01   0.501924E+05   0.800908E+01
  2212   0.121904E+03   0.674163E+01  -0.263587E+01   0.501416E+05   0.798516E+01
  2213   0.121414E+03   0.675461E+01  -0.273617E+01   0.500908E+05   0.795877E+01
  2214   0.120934E+03   0.676693E+01  -0.283737E+01   0.500402E+05   0.792987E+01
  2215   0.120462E+03   0.677858E+01  -0.293943E+01   0.499895E+05   0.789842E+01
  2216   0.120000E+03   0.678956E+01  -0.304229E+01   0.499390E+05   0.786438E+01
  2217   0.119546E+03   0.679987E+01  -0.314592E+01   0.498885E+05   0.782772E+01
  2218   0.119103E+03   0.680950E+01  -0.325024E+01   0.498381E+05   0.778838E+01
  2219   0.118667E+03   0.681845E+01  -0.335523E+01   0.497878E+05   0.774635E+01
  2220   0.118241E+03   0.682671E+01  -0.346082E+01   0.497375E+05   0.770156E+01
  2221   0.117824E+03   0.683429E+01  -0.356698E+01   0.496873E+05   0.765400E+01
  2222   0.117416E+03   0.684117E+01  -0.367364E+01   0.496371E+05   0.760361E+01
  2223   0.117018E+03   0.684736E+01  -0.378076E+01   0.495870E+05   0.755036E+01
  2224   0.116628E+03   0.685285E+01  -0.388829E+01   0.495370E+05   0.749421E+01
  2225   0.116248E+03   0.685763E+01  -0.399619E+01   0.494871E+05   0.743512E+01
  2226   0.115876E+03   0.686171E+01  -0.410440E+01   0.494372E+05   0.737305E+01
  2227   0.115513E+03   0.686507E+01  -0.421287E+01   0.493874E+05   0.730796E+01
  2228   0.115160E+03   0.686772E+01  -0.432156E+01   0.493376E+05   0.723982E+01
  2229   0.114814E+03   0.686966E+01  -0.443041E+01   0.492880E+05   0.716858E+01
  2230   0.114478E+03   0.687088E+01  -0.453938E+01   0.492383E+05   0.709421E+01
  2231   0.114151E+03   0.687138E+01  -0.464842E+01   0.491888E+05   0.701667E+01
  2232   0.113833E+03   0.687116E+01  -0.475747E+01   0.491393E+05   0.693591E+01
  2233   0.113522E+03   0.687023E+01  -0.486649E+01   0.490899E+05   0.685191E+01
  2234   0.113221E+03   0.686858E+01  -0.497543E+01   0.490405E+05   0.676461E+01
  2235   0.112928E+03   0.686622E+01  -0.508423E+01   0.489912E+05   0.667399E+01
  2236   0.112645E+03   0.686316E+01  -0.519284E+01   0.489420E+05   0.658000E+01
  2237   0.112369E+03   0.685939E+01  -0.530122E+01   0.488928E+05   0.648260E+01
  2238   0.112102E+03   0.685492E+01  -0.540933E+01   0.488437E+05   0.638176E+01
  2239   0.111843E+03   0.684974E+01  -0.551710E+01   0.487947E+05   0.627743E+01
  2240   0.111593E+03   0.684386E+01  -0.562451E+01   0.487457E+05   0.616958E+01
  2241   0.111350E+03   0.683727E+01  -0.573149E+01   0.486968E+05   0.605816E+01
  2242   0.111116E+03   0.682997E+01  -0.583801E+01   0.486480E+05   0.594315E+01
  2243   0.110890E+03   0.682198E+01  -0.594401E+01   0.485992E+05   0.582449E+01
  2244   0.110672E+03   0.681329E+01  -0.604945E+01   0.485505E+05   0.570216E+01
  2245   0.110461E+03   0.680389E+01  -0.615429E+01   0.485018E+05   0.557611E+01
  2246   0.110259E+03   0.679380E+01  -0.625848E+01   0.484532E+05   0.544630E+01
  2247   0.110064E+03   0.678303E+01  -0.636198E+01   0.484047E+05   0.531269E+01
  2248   0.109877E+03   0.677156E+01  -0.646473E+01   0.483562E+05   0.517525E+01
  2249   0.109697E+03   0.675942E+01  -0.656671E+01   0.483078E+05   0.503394E+01
  2250   0.109525E+03   0.674659E+01  -0.666785E+01   0.482595E+05   0.488872E+01
  2251   0.109361E+03   0.673310E+01  -0.676812E+01   0.482112E+05   0.473960E+01
  2252   0.109203E+03   0.671893E+01  -0.686748E+01   0.481630E+05   0.458684E+01
  2253   0.109052E+03   0.670409E+01  -0.696590E+01   0.481149E+05   0.443074E+01
  2254   0.108909E+03   0.668859E+01  -0.706334E+01   0.480668E+05   0.427163E+01
  2255   0.108772E+03   0.667242E+01  -0.715976E+01   0.480188E+05   0.410981E+01
  2256   0.108643E+03   0.665560E+01  -0.725513E+01   0.479708E+05   0.394558E+01
  2257   0.108520E+03   0.663812E+01  -0.734942E+01   0.479229E+05   0.377927E+01
  2258   0.108404E+03   0.661998E+01  -0.744258E+01   0.478751E+05   0.361117E+01
  2259   0.108294E+03   0.660120E+01  -0.753459E+01   0.478273E+05   0.344160E+01
  2260   0.108191E+03   0.658179E+01  -0.762542E+01   0.477796E+05   0.327088E+01
  2261   0.108095E+03   0.656174E+01  -0.771502E+01   0.477320E+05   0.309930E+01
  2262   0.108004E+03   0.654108E+01  -0.780338E+01   0.476844E+05   0.292719E+01
  2263   0.107919E+03   0.651982E+01  -0.789045E+01   0.476369E+05   0.275484E+01
  2264   0.107841E+03   0.649795E+01  -0.797621E+01   0.475894E+05   0.258258E+01
  2265   0.107768E+03   0.647549E+01  -0.806063E+01   0.475420E+05   0.241070E+01
  2266   0.107702E+03   0.645245E+01  -0.814370E+01   0.474947E+05   0.223953E+01
  2267   0.107641E+03   0.642884E+01  -0.822533E+01   0.474474E+05   0.206937E+01
  2268   0.107585E+03   0.640465E+01  -0.830553E+01   0.474002E+05   0.190053E+01
  2269   0.107535E+03   0.637991E+01  -0.838426E+01   0.473530E+05   0.173332E+01
  2270   0.107490E+03   0.635461E+01  -0.846158E+01   0.473059E+05   0.156805E+01
  2271   0.107451E+03   0.632877E+01  -0.853736E+01   0.472589E+05   0.140503E+01
  2272   0.107416E+03   0.630238E+01  -0.861159E+01   0.472120E+05   0.124458E+01
  2273   0.107387E+03   0.627547E+01  -0.868429E+01   0.471650E+05   0.108700E+01
  2274   0.107362E+03   0.624804E+01  -0.875538E+01   0.471182E+05   0.932597E+00
  2275   0.107342E+03   0.622011E+01  -0.882487E+01   0.470714E+05   0.781690E+00
  2276   0.107327E+03   0.619168E+01  -0.889277E+01   0.470247E+05   0.634586E+00
  2277   0.107315E+03   0.616275E+01  -0.895901E+01   0.469780E+05   0.491594E+00
  2278   0.107308E+03   0.613337E+01  -0.902358E+01   0.469314E+05   0.353025E+00
  2279   0.107305E+03   0.610351E+01  -0.908650E+01   0.468849E+05   0.219190E+00
  2280   0.107307E+03   0.607320E+01  -0.914770E+01   0.468384E+05   0.903973E-01
  2281   0.107312E+03   0.604244E+01  -0.920711E+01   0.467920E+05  -0.330414E-01
  2282   0.107321E+03   0.601125E+01  -0.926480E+01   0.467456E+05  -0.150817E+00
  2283   0.107333E+03   0.597963E+01  -0.932079E+01   0.466993E+05  -0.262618E+00
  2284   0.107349E+03   0.594759E+01  -0.937493E+01   0.466531E+05  -0.368135E+00
  2285   0.107368E+03   0.591515E+01  -0.942730E+01   0.466069E+05  -0.467058E+00
  2286   0.107391E+03   0.588231E+01  -0.947782E+01   0.465608E+05  -0.559077E+00
  2287   0.107416E+03   0.584909E+01  -0.952659E+01   0.465147E+05  -0.643881E+00
  2288   0.107444E+03   0.581549E+01  -0.957345E+01   0.464687E+05  -0.721161E+00
  2289   0.107475E+03   0.578154E+01  -0.961849E+01   0.464227E+05  -0.790606E+00
  2290   0.107509E+03   0.574724E+01  -0.966163E+01   0.463769E+05  -0.851906E+00
  2291   0.107545E+03   0.571262E+01  -0.970296E+01   0.463310E+05  -0.904750E+00
  2292   0.107584E+03   0.567768E+01  -0.974241E+01   0.462853E+05  -0.948830E+00
  2293   0.107625E+03   0.564244E+01  -0.977990E+01   0.462396E+05  -0.983833E+00
  2294   0.107667E+03   0.560690E+01  -0.981560E+01   0.461939E+05  -0.100945E+01
  2295   0.107712E+03   0.557108E+01  -0.984928E+01   0.461483E+05  -0.102537E+01
  2296   0.107758E+03   0.553501E+01  -0.988110E+01   0.461028E+05  -0.103129E+01
  2297   0.107807E+03   0.549867E+01  -0.991098E+01   0.460573E+05  -0.102689E+01
  2298   0.107856E+03   0.546208E+01  -0.993902E+01   0.460119E+05  -0.101186E+01
  2299   0.107907E+03   0.542526E+01  -0.996506E+01   0.459666E+05  -0.985901E+00
  2300   0.107959E+03   0.538822E+01  -0.998911E+01   0.459213E+05  -0.948691E+00
  2301   0.108012E+03   0.535097E+01  -0.100113E+02   0.458760E+05  -0.900034E+00
  2302   0.108067E+03   0.531352E+01  -0.100315E+02   0.458308E+05  -0.840171E+00
  2303   0.108121E+03   0.527588E+01  -0.100498E+02   0.457857E+05  -0.769450E+00
  2304   0.108177E+03   0.523806E+01  -0.100661E+02   0.457407E+05  -0.688222E+00
  2305   0.108233E+03   0.520009E+01  -0.100805E+02   0.456956E+05  -0.596837E+00
  2306   0.108289E+03   0.516195E+01  -0.100929E+02   0.456507E+05  -0.495643E+00
  2307   0.108346E+03   0.512368E+01  -0.101034E+02   0.456058E+05  -0.384992E+00
  2308   0.108403E+03   0.508528E+01  -0.101119E+02   0.455610E+05  -0.265234E+00
  2309   0.108460E+03   0.504675E+01  -0.101185E+02   0.455162E+05  -0.136717E+00
  2310   0.108517E+03   0.500812E+01  -0.101233E+02   0.454715E+05   0.208697E-03
  2311   0.108574E+03   0.496938E+01  -0.101260E+02   0.454268E+05   0.145192E+00
  2312   0.108630E+03   0.493057E+01  -0.101268E+02   0.453822E+05   0.297885E+00
  2313   0.108687E+03   0.489167E+01  -0.101258E+02   0.453377E+05   0.457935E+00
  2314   0.108743E+03   0.485273E+01  -0.101228E+02   0.452932E+05   0.624995E+00
  2315   0.108798E+03   0.481372E+01  -0.101179E+02   0.452487E+05   0.798714E+00
  2316   0.108852E+03   0.477468E+01  -0.101112E+02   0.452044E+05   0.978742E+00
  2317   0.108905E+03   0.473561E+01  -0.101026E+02   0.451601E+05   0.116473E+01
  2318   0.108958E+03   0.469653E+01  -0.100920E+02   0.451158E+05   0.135633E+01
  2319   0.109009E+03   0.465743E+01  -0.100797E+02   0.450716E+05   0.155318E+01
  2320   0.109059E+03   0.461834E+01  -0.100655E+02   0.450274E+05   0.175495E+01
  2321   0.109108E+03   0.457926E+01  -0.100494E+02   0.449833E+05   0.196127E+01
  2322   0.109155E+03   0.454022E+01  -0.100316E+02   0.449393E+05   0.217181E+01
  2323   0.109201E+03   0.450121E+01  -0.100119E+02   0.448953E+05   0.238621E+01
  2324   0.109246E+03   0.446226E+01  -0.999043E+01   0.448514E+05   0.260411E+01
  2325   0.109288E+03   0.442337E+01  -0.996725E+01   0.448075E+05   0.282518E+01
  2326   0.109329E+03   0.438456E+01  -0.994228E+01   0.447637E+05   0.304906E+01
  2327   0.109367E+03   0.434585E+01  -0.991554E+01   0.447200E+05   0.327540E+01
  2328   0.109404E+03   0.430724E+01  -0.988717E+01   0.446763E+05   0.350385E+01
  2329   0.109439E+03   0.426875E+01  -0.985710E+01   0.446326E+05   0.373406E+01
  2330   0.109472E+03   0.423039E+01  -0.982534E+01   0.445890E+05   0.396568E+01
  2331   0.109502E+03   0.419216E+01  -0.979198E+01   0.445455E+05   0.419836E+01
  2332   0.109530E+03   0.415407E+01  -0.975693E+01   0.445020E+05   0.443176E+01
  2333   0.109555E+03   0.411614E+01  -0.972027E+01   0.444586E+05   0.466552E+01
  2334   0.109578E+03   0.407838E+01  -0.968203E+01   0.444152E+05   0.489929E+01
  2335   0.109598E+03   0.404080E+01  -0.964219E+01   0.443719E+05   0.513272E+01
  2336   0.109615E+03   0.400340E+01  -0.960083E+01   0.443287E+05   0.536546E+01
  2337   0.109630E+03   0.396621E+01  -0.955798E+01   0.442855E+05   0.559717E+01
  2338   0.109642E+03   0.392921E+01  -0.951354E+01   0.442423E+05   0.582748E+01
  2339   0.109650E+03   0.389244E+01  -0.946768E+01   0.441992E+05   0.605607E+01
  2340   0.109656E+03   0.385591E+01  -0.942040E+01   0.441562E+05   0.628256E+01
  2341   0.109658E+03   0.381961E+01  -0.937164E+01   0.441132E+05   0.650662E+01
  2342   0.109657E+03   0.378356E+01  -0.932147E+01   0.440703E+05   0.672789E+01
  2343   0.109653E+03   0.374778E+01  -0.926997E+01   0.440274E+05   0.694602E+01
  2344   0.109645E+03   0.371226E+01  -0.921715E+01   0.439846E+05   0.716067E+01
  2345   0.109634E+03   0.367703E+01  -0.916293E+01   0.439418E+05   0.737148E+01
  2346   0.109619E+03   0.364208E+01  -0.910748E+01   0.438991E+05   0.757810E+01
  2347   0.109601E+03   0.360743E+01  -0.905071E+01   0.438565E+05   0.778019E+01
  2348   0.109579E+03   0.357309E+01  -0.899272E+01   0.438139E+05   0.797739E+01
  2349   0.109553E+03   0.353905E+01  -0.893350E+01   0.437713E+05   0.816935E+01
  2350   0.109523E+03   0.350535E+01  -0.887314E+01   0.437288E+05   0.835574E+01
  2351   0.109490E+03   0.347198E+01  -0.881156E+01   0.436864E+05   0.853624E+01
  2352   0.109453E+03   0.343894E+01  -0.874892E+01   0.436440E+05   0.871080E+01
  2353   0.109411E+03   0.340626E+01  -0.868514E+01   0.436017E+05   0.887941E+01
  2354   0.109365E+03   0.337393E+01  -0.862037E+01   0.435594E+05   0.904206E+01
  2355   0.109316E+03   0.334196E+01  -0.855446E+01   0.435172E+05   0.919876E+01
  2356   0.109262E+03   0.331038E+01  -0.848757E+01   0.434750E+05   0.934948E+01
  2357   0.109205E+03   0.327917E+01  -0.841976E+01   0.434329E+05   0.949423E+01
  2358   0.109143E+03   0.324835E+01  -0.835097E+01   0.433908E+05   0.963299E+01
  2359   0.109077E+03   0.321792E+01  -0.828126E+01   0.433488E+05   0.976577E+01
  2360   0.109007E+03   0.318788E+01  -0.821057E+01   0.433068E+05   0.989255E+01
  2361   0.108932E+03   0.315825E+01  -0.813912E+01   0.432649E+05   0.100133E+02
  2362   0.108853E+03   0.312903E+01  -0.806676E+01   0.432230E+05   0.101281E+02
  2363   0.108770E+03   0.310022E+01  -0.799364E+01   0.431812E+05   0.102368E+02
  2364   0.108682E+03   0.307182E+01  -0.791968E+01   0.431395E+05   0.103396E+02
  2365   0.108589E+03   0.304385E+01  -0.784504E+01   0.430978E+05   0.104363E+02
  2366   0.108493E+03   0.301632E+01  -0.776964E+01   0.430561E+05   0.105269E+02
  2367   0.108392E+03   0.298922E+01  -0.769356E+01   0.430146E+05   0.106116E+02
  2368   0.108287E+03   0.296256E+01  -0.761680E+01   0.429730E+05   0.106901E+02
  2369   0.108177E+03   0.293634E+01  -0.753950E+01   0.429315E+05   0.107626E+02
  2370   0.108062E+03   0.291058E+01  -0.746152E+01   0.428901E+05   0.108291E+02
  2371   0.107944E+03   0.288527E+01  -0.738301E+01   0.428487E+05   0.108895E+02
  2372   0.107820E+03   0.286042E+01  -0.730397E+01   0.428074E+05   0.109438E+02
  2373   0.107693E+03   0.283603E+01  -0.722447E+01   0.427661E+05   0.109920E+02
  2374   0.107561E+03   0.281211E+01  -0.714452E+01   0.427249E+05   0.110341E+02
  2375   0.107424E+03   0.278866E+01  -0.706411E+01   0.426837E+05   0.110702E+02
  2376   0.107283E+03   0.276568E+01  -0.698333E+01   0.426426E+05   0.111001E+02
  2377   0.107137E+03   0.274318E+01  -0.690216E+01   0.426015E+05   0.111239E+02
  2378   0.106987E+03   0.272116E+01  -0.682066E+01   0.425605E+05   0.111416E+02
  2379   0.106833E+03   0.269962E+01  -0.673887E+01   0.425195E+05   0.111532E+02
  2380   0.106674E+03   0.267858E+01  -0.665682E+01   0.424786E+05   0.111586E+02
  2381   0.106511E+03   0.265801E+01  -0.657454E+01   0.424377E+05   0.111579E+02
  2382   0.106343E+03   0.263793E+01  -0.649205E+01   0.423969E+05   0.111511E+02
  2383   0.106170E+03   0.261835E+01  -0.640940E+01   0.423561E+05   0.111381E+02
  2384   0.105993E+03   0.259926E+01  -0.632660E+01   0.423154E+05   0.111190E+02
  2385   0.105813E+03   0.258066E+01  -0.624369E+01   0.422747E+05   0.110937E+02
  2386   0.105627E+03   0.256256E+01  -0.616071E+01   0.422341E+05   0.110622E+02
  2387   0.105437E+03   0.254496E+01  -0.607770E+01   0.421936E+05   0.110245E+02
  2388   0.105243E+03   0.252786E+01  -0.599469E+01   0.421530E+05   0.109807E+02
  2389   0.105045E+03   0.251127E+01  -0.591171E+01   0.421126E+05   0.109307E+02
  2390   0.104842E+03   0.249517E+01  -0.582879E+01   0.420722E+05   0.108745E+02
  2391   0.104635E+03   0.247957E+01  -0.574597E+01   0.420318E+05   0.108120E+02
  2392   0.104425E+03   0.246449E+01  -0.566329E+01   0.419915E+05   0.107434E+02
  2393   0.104209E+03   0.244990E+01  -0.558077E+01   0.419512E+05   0.106685E+02
  2394   0.103990E+03   0.243582E+01  -0.549844E+01   0.419110E+05   0.105874E+02
  2395   0.103767E+03   0.242225E+01  -0.541634E+01   0.418709E+05   0.105001E+02
  2396   0.103540E+03   0.240917E+01  -0.533450E+01   0.418307E+05   0.104066E+02
  2397   0.103310E+03   0.239660E+01  -0.525293E+01   0.417907E+05   0.103068E+02
  2398   0.103074E+03   0.238453E+01  -0.517169E+01   0.417507E+05   0.102007E+02
  2399   0.102836E+03   0.237296E+01  -0.509078E+01   0.417107E+05   0.100884E+02
  2400   0.102593E+03   0.236188E+01  -0.501026E+01   0.416708E+05   0.996983E+01
  2401   0.102346E+03   0.235130E+01  -0.493015E+01   0.416309E+05   0.984504E+01
  2402   0.102096E+03   0.234122E+01  -0.485046E+01   0.415911E+05   0.971432E+01
  2403   0.101842E+03   0.233163E+01  -0.477124E+01   0.415514E+05   0.957801E+01
  2404   0.101585E+03   0.232254E+01  -0.469251E+01   0.415116E+05   0.943646E+01
  2405   0.101323E+03   0.231394E+01  -0.461429E+01   0.414720E+05   0.928999E+01
  2406   0.101058E+03   0.230583E+01  -0.453661E+01   0.414324E+05   0.913896E+01
  2407   0.100790E+03   0.229821E+01  -0.445949E+01   0.413928E+05   0.898370E+01
  2408   0.100518E+03   0.229106E+01  -0.438295E+01   0.413533E+05   0.882456E+01
  2409   0.100243E+03   0.228440E+01  -0.430702E+01   0.413138E+05   0.866188E+01
  2410   0.999643E+02   0.227822E+01  -0.423173E+01   0.412744E+05   0.849599E+01
  2411   0.996827E+02   0.227252E+01  -0.415709E+01   0.412350E+05   0.832724E+01
  2412   0.993970E+02   0.226728E+01  -0.408313E+01   0.411957E+05   0.815597E+01
  2413   0.991087E+02   0.226252E+01  -0.400988E+01   0.411564E+05   0.798252E+01
  2414   0.988171E+02   0.225821E+01  -0.393734E+01   0.411172E+05   0.780723E+01
  2415   0.985222E+02   0.225438E+01  -0.386556E+01   0.410780E+05   0.763044E+01
  2416   0.982247E+02   0.225100E+01  -0.379454E+01   0.410389E+05   0.745250E+01
  2417   0.979238E+02   0.224807E+01  -0.372432E+01   0.409998E+05   0.727374E+01
