#    L    TT             EE             BB             TE          
  1172   0.115822E+04   0.143529E+02   0.898012E-01  -0.893972E+01
  1173   0.115462E+04   0.144486E+02   0.897646E-01  -0.825061E+01
  1174   0.115098E+04   0.145482E+02   0.897270E-01  -0.757394E+01
  1175   0.114728E+04   0.146515E+02   0.896884E-01  -0.690991E+01
  1176   0.114353E+04   0.147584E+02   0.896486E-01  -0.625878E+01
  1177   0.113974E+04   0.148688E+02   0.896079E-01  -0.562077E+01
  1178   0.113589E+04   0.149828E+02   0.895661E-01  -0.499614E+01
  1179   0.113201E+04   0.151003E+02   0.895232E-01  -0.438511E+01
  1180   0.112808E+04   0.152211E+02   0.894793E-01  -0.378794E+01
  1181   0.112410E+04   0.153452E+02   0.894345E-01  -0.320483E+01
  1182   0.112008E+04   0.154725E+02   0.893886E-01  -0.263597E+01
  1183   0.111602E+04   0.156030E+02   0.893417E-01  -0.208161E+01
  1184   0.111193E+04   0.157366E+02   0.892938E-01  -0.154192E+01
  1185   0.110779E+04   0.158732E+02   0.892450E-01  -0.101714E+01
  1186   0.110362E+04   0.160127E+02   0.891951E-01  -0.507465E+00
  1187   0.109941E+04   0.161551E+02   0.891444E-01  -0.130989E-01
  1188   0.109517E+04   0.163002E+02   0.890927E-01   0.465811E+00
  1189   0.109090E+04   0.164481E+02   0.890400E-01   0.929109E+00
  1190   0.108659E+04   0.165985E+02   0.889864E-01   0.137666E+01
  1191   0.108226E+04   0.167515E+02   0.889320E-01   0.180832E+01
  1192   0.107789E+04   0.169069E+02   0.888766E-01   0.222394E+01
  1193   0.107351E+04   0.170648E+02   0.888203E-01   0.262339E+01
  1194   0.106910E+04   0.172249E+02   0.887632E-01   0.300651E+01
  1195   0.106467E+04   0.173872E+02   0.887052E-01   0.337321E+01
  1196   0.106021E+04   0.175516E+02   0.886463E-01   0.372338E+01
  1197   0.105573E+04   0.177180E+02   0.885867E-01   0.405692E+01
  1198   0.105124E+04   0.178864E+02   0.885262E-01   0.437375E+01
  1199   0.104673E+04   0.180566E+02   0.884649E-01   0.467367E+01
  1200   0.104221E+04   0.182286E+02   0.884028E-01   0.495673E+01
  1201   0.103767E+04   0.184022E+02   0.883399E-01   0.522270E+01
  1202   0.103312E+04   0.185775E+02   0.882762E-01   0.547168E+01
  1203   0.102856E+04   0.187542E+02   0.882119E-01   0.570352E+01
  1204   0.102399E+04   0.189324E+02   0.881467E-01   0.591826E+01
  1205   0.101941E+04   0.191118E+02   0.880809E-01   0.611582E+01
  1206   0.101482E+04   0.192926E+02   0.880143E-01   0.629624E+01
  1207   0.101023E+04   0.194745E+02   0.879471E-01   0.645949E+01
  1208   0.100564E+04   0.196575E+02   0.878792E-01   0.660548E+01
  1209   0.100105E+04   0.198415E+02   0.878106E-01   0.673432E+01
  1210   0.996454E+03   0.200265E+02   0.877414E-01   0.684591E+01
  1211   0.991858E+03   0.202122E+02   0.876715E-01   0.694045E+01
  1212   0.987269E+03   0.203987E+02   0.876011E-01   0.701791E+01
  1213   0.982680E+03   0.205859E+02   0.875300E-01   0.707825E+01
  1214   0.978098E+03   0.207737E+02   0.874584E-01   0.712151E+01
  1215   0.973530E+03   0.209619E+02   0.873862E-01   0.714780E+01
  1216   0.968961E+03   0.211505E+02   0.873135E-01   0.715710E+01
  1217   0.964406E+03   0.213395E+02   0.872402E-01   0.714950E+01
  1218   0.959864E+03   0.215287E+02   0.871664E-01   0.712505E+01
  1219   0.955335E+03   0.217180E+02   0.870922E-01   0.708370E+01
  1220   0.950811E+03   0.219073E+02   0.870174E-01   0.702572E+01
  1221   0.946314E+03   0.220966E+02   0.869422E-01   0.695090E+01
  1222   0.941823E+03   0.222858E+02   0.868666E-01   0.685950E+01
  1223   0.937358E+03   0.224747E+02   0.867905E-01   0.675163E+01
  1224   0.932904E+03   0.226633E+02   0.867140E-01   0.662732E+01
  1225   0.928477E+03   0.228515E+02   0.866372E-01   0.648687E+01
  1226   0.924068E+03   0.230393E+02   0.865599E-01   0.633033E+01
  1227   0.919685E+03   0.232265E+02   0.864823E-01   0.615779E+01
  1228   0.915327E+03   0.234131E+02   0.864044E-01   0.596957E+01
  1229   0.911002E+03   0.235991E+02   0.863262E-01   0.576569E+01
  1230   0.906701E+03   0.237842E+02   0.862477E-01   0.554631E+01
  1231   0.902425E+03   0.239684E+02   0.861689E-01   0.531154E+01
  1232   0.898181E+03   0.241518E+02   0.860898E-01   0.506168E+01
  1233   0.893975E+03   0.243340E+02   0.860105E-01   0.479668E+01
  1234   0.889793E+03   0.245151E+02   0.859309E-01   0.451685E+01
  1235   0.885650E+03   0.246949E+02   0.858512E-01   0.422220E+01
  1236   0.881537E+03   0.248736E+02   0.857713E-01   0.391298E+01
  1237   0.877462E+03   0.250507E+02   0.856912E-01   0.358933E+01
  1238   0.873425E+03   0.252264E+02   0.856110E-01   0.325150E+01
  1239   0.869424E+03   0.254006E+02   0.855306E-01   0.289963E+01
  1240   0.865461E+03   0.255730E+02   0.854501E-01   0.253397E+01
  1241   0.861542E+03   0.257439E+02   0.853696E-01   0.215474E+01
  1242   0.857667E+03   0.259129E+02   0.852890E-01   0.176216E+01
  1243   0.853828E+03   0.260800E+02   0.852083E-01   0.135640E+01
  1244   0.850032E+03   0.262453E+02   0.851275E-01   0.937600E+00
  1245   0.846280E+03   0.264084E+02   0.850468E-01   0.506125E+00
  1246   0.842578E+03   0.265695E+02   0.849661E-01   0.621436E-01
  1247   0.838919E+03   0.267284E+02   0.848854E-01  -0.394112E+00
  1248   0.835309E+03   0.268851E+02   0.848047E-01  -0.862421E+00
  1249   0.831742E+03   0.270393E+02   0.847241E-01  -0.134256E+01
  1250   0.828232E+03   0.271911E+02   0.846435E-01  -0.183429E+01
  1251   0.824764E+03   0.273406E+02   0.845631E-01  -0.233732E+01
  1252   0.821344E+03   0.274874E+02   0.844827E-01  -0.285137E+01
  1253   0.817980E+03   0.276317E+02   0.844025E-01  -0.337615E+01
  1254   0.814665E+03   0.277734E+02   0.843225E-01  -0.391140E+01
  1255   0.811405E+03   0.279124E+02   0.842426E-01  -0.445681E+01
  1256   0.808201E+03   0.280486E+02   0.841628E-01  -0.501213E+01
  1257   0.805051E+03   0.281821E+02   0.840833E-01  -0.557707E+01
  1258   0.801956E+03   0.283128E+02   0.840040E-01  -0.615135E+01
  1259   0.798907E+03   0.284406E+02   0.839249E-01  -0.673470E+01
  1260   0.795928E+03   0.285656E+02   0.838461E-01  -0.732683E+01
  1261   0.792994E+03   0.286875E+02   0.837675E-01  -0.792750E+01
  1262   0.790122E+03   0.288064E+02   0.836892E-01  -0.853641E+01
  1263   0.787310E+03   0.289222E+02   0.836112E-01  -0.915330E+01
  1264   0.784552E+03   0.290349E+02   0.835335E-01  -0.977788E+01
  1265   0.781853E+03   0.291444E+02   0.834561E-01  -0.104099E+02
  1266   0.779207E+03   0.292507E+02   0.833790E-01  -0.110489E+02
  1267   0.776628E+03   0.293538E+02   0.833023E-01  -0.116947E+02
  1268   0.774108E+03   0.294536E+02   0.832260E-01  -0.123470E+02
  1269   0.771647E+03   0.295501E+02   0.831500E-01  -0.130055E+02
  1270   0.769246E+03   0.296433E+02   0.830745E-01  -0.136698E+02
  1271   0.766903E+03   0.297330E+02   0.829993E-01  -0.143396E+02
  1272   0.764626E+03   0.298193E+02   0.829246E-01  -0.150147E+02
  1273   0.762407E+03   0.299021E+02   0.828502E-01  -0.156946E+02
  1274   0.760245E+03   0.299815E+02   0.827764E-01  -0.163791E+02
  1275   0.758149E+03   0.300574E+02   0.827030E-01  -0.170680E+02
  1276   0.756114E+03   0.301297E+02   0.826300E-01  -0.177608E+02
  1277   0.754141E+03   0.301985E+02   0.825575E-01  -0.184572E+02
  1278   0.752230E+03   0.302637E+02   0.824855E-01  -0.191570E+02
  1279   0.750381E+03   0.303252E+02   0.824140E-01  -0.198598E+02
  1280   0.748594E+03   0.303831E+02   0.823431E-01  -0.205653E+02
  1281   0.746869E+03   0.304373E+02   0.822726E-01  -0.212732E+02
  1282   0.745205E+03   0.304878E+02   0.822026E-01  -0.219832E+02
  1283   0.743603E+03   0.305346E+02   0.821332E-01  -0.226950E+02
  1284   0.742063E+03   0.305776E+02   0.820644E-01  -0.234082E+02
  1285   0.740585E+03   0.306167E+02   0.819961E-01  -0.241225E+02
  1286   0.739168E+03   0.306521E+02   0.819284E-01  -0.248376E+02
  1287   0.737813E+03   0.306837E+02   0.818612E-01  -0.255532E+02
  1288   0.736519E+03   0.307115E+02   0.817946E-01  -0.262689E+02
  1289   0.735286E+03   0.307355E+02   0.817286E-01  -0.269844E+02
  1290   0.734114E+03   0.307557E+02   0.816632E-01  -0.276994E+02
  1291   0.733004E+03   0.307720E+02   0.815984E-01  -0.284136E+02
  1292   0.731953E+03   0.307847E+02   0.815342E-01  -0.291266E+02
  1293   0.730964E+03   0.307935E+02   0.814707E-01  -0.298380E+02
  1294   0.730035E+03   0.307985E+02   0.814077E-01  -0.305477E+02
  1295   0.729164E+03   0.307997E+02   0.813454E-01  -0.312553E+02
  1296   0.728354E+03   0.307971E+02   0.812837E-01  -0.319605E+02
  1297   0.727602E+03   0.307906E+02   0.812227E-01  -0.326629E+02
  1298   0.726909E+03   0.307804E+02   0.811623E-01  -0.333623E+02
  1299   0.726274E+03   0.307663E+02   0.811025E-01  -0.340584E+02
  1300   0.725696E+03   0.307484E+02   0.810434E-01  -0.347508E+02
  1301   0.725176E+03   0.307266E+02   0.809850E-01  -0.354393E+02
  1302   0.724712E+03   0.307012E+02   0.809272E-01  -0.361236E+02
  1303   0.724304E+03   0.306719E+02   0.808701E-01  -0.368034E+02
  1304   0.723951E+03   0.306389E+02   0.808137E-01  -0.374784E+02
  1305   0.723655E+03   0.306022E+02   0.807579E-01  -0.381484E+02
  1306   0.723412E+03   0.305618E+02   0.807028E-01  -0.388131E+02
  1307   0.723223E+03   0.305176E+02   0.806484E-01  -0.394723E+02
  1308   0.723088E+03   0.304699E+02   0.805946E-01  -0.401256E+02
  1309   0.723005E+03   0.304185E+02   0.805416E-01  -0.407729E+02
  1310   0.722974E+03   0.303634E+02   0.804892E-01  -0.414137E+02
  1311   0.722995E+03   0.303048E+02   0.804375E-01  -0.420481E+02
  1312   0.723066E+03   0.302425E+02   0.803865E-01  -0.426755E+02
  1313   0.723187E+03   0.301766E+02   0.803362E-01  -0.432957E+02
  1314   0.723357E+03   0.301072E+02   0.802866E-01  -0.439087E+02
  1315   0.723576E+03   0.300344E+02   0.802377E-01  -0.445140E+02
  1316   0.723842E+03   0.299580E+02   0.801894E-01  -0.451115E+02
  1317   0.724155E+03   0.298784E+02   0.801418E-01  -0.457010E+02
  1318   0.724514E+03   0.297953E+02   0.800950E-01  -0.462822E+02
  1319   0.724919E+03   0.297090E+02   0.800488E-01  -0.468549E+02
  1320   0.725368E+03   0.296194E+02   0.800033E-01  -0.474189E+02
  1321   0.725861E+03   0.295266E+02   0.799584E-01  -0.479739E+02
  1322   0.726397E+03   0.294307E+02   0.799143E-01  -0.485198E+02
  1323   0.726975E+03   0.293317E+02   0.798708E-01  -0.490563E+02
  1324   0.727594E+03   0.292296E+02   0.798280E-01  -0.495833E+02
  1325   0.728253E+03   0.291243E+02   0.797859E-01  -0.501004E+02
  1326   0.728951E+03   0.290161E+02   0.797444E-01  -0.506075E+02
  1327   0.729687E+03   0.289049E+02   0.797036E-01  -0.511045E+02
  1328   0.730461E+03   0.287907E+02   0.796635E-01  -0.515911E+02
  1329   0.731270E+03   0.286737E+02   0.796240E-01  -0.520671E+02
  1330   0.732116E+03   0.285538E+02   0.795852E-01  -0.525324E+02
  1331   0.732995E+03   0.284312E+02   0.795470E-01  -0.529868E+02
  1332   0.733907E+03   0.283059E+02   0.795094E-01  -0.534301E+02
  1333   0.734852E+03   0.281778E+02   0.794725E-01  -0.538621E+02
  1334   0.735828E+03   0.280472E+02   0.794362E-01  -0.542827E+02
  1335   0.736834E+03   0.279139E+02   0.794005E-01  -0.546917E+02
  1336   0.737869E+03   0.277782E+02   0.793655E-01  -0.550890E+02
  1337   0.738932E+03   0.276401E+02   0.793310E-01  -0.554745E+02
  1338   0.740022E+03   0.274995E+02   0.792972E-01  -0.558479E+02
  1339   0.741138E+03   0.273566E+02   0.792639E-01  -0.562091E+02
  1340   0.742279E+03   0.272115E+02   0.792312E-01  -0.565581E+02
  1341   0.743443E+03   0.270641E+02   0.791991E-01  -0.568947E+02
  1342   0.744630E+03   0.269146E+02   0.791676E-01  -0.572186E+02
  1343   0.745839E+03   0.267629E+02   0.791366E-01  -0.575299E+02
  1344   0.747067E+03   0.266092E+02   0.791061E-01  -0.578284E+02
  1345   0.748314E+03   0.264535E+02   0.790762E-01  -0.581139E+02
  1346   0.749579E+03   0.262958E+02   0.790469E-01  -0.583864E+02
  1347   0.750861E+03   0.261363E+02   0.790180E-01  -0.586457E+02
  1348   0.752158E+03   0.259748E+02   0.789897E-01  -0.588917E+02
  1349   0.753470E+03   0.258117E+02   0.789618E-01  -0.591243E+02
  1350   0.754795E+03   0.256470E+02   0.789345E-01  -0.593435E+02
  1351   0.756132E+03   0.254805E+02   0.789076E-01  -0.595494E+02
  1352   0.757480E+03   0.253126E+02   0.788812E-01  -0.597417E+02
  1353   0.758840E+03   0.251432E+02   0.788552E-01  -0.599206E+02
  1354   0.760203E+03   0.249725E+02   0.788297E-01  -0.600860E+02
  1355   0.761581E+03   0.248004E+02   0.788046E-01  -0.602379E+02
  1356   0.762965E+03   0.246272E+02   0.787799E-01  -0.603762E+02
  1357   0.764357E+03   0.244528E+02   0.787556E-01  -0.605009E+02
  1358   0.765756E+03   0.242772E+02   0.787318E-01  -0.606119E+02
  1359   0.767155E+03   0.241006E+02   0.787083E-01  -0.607094E+02
  1360   0.768554E+03   0.239231E+02   0.786852E-01  -0.607932E+02
  1361   0.769955E+03   0.237446E+02   0.786624E-01  -0.608633E+02
  1362   0.771363E+03   0.235652E+02   0.786400E-01  -0.609198E+02
  1363   0.772766E+03   0.233850E+02   0.786179E-01  -0.609625E+02
  1364   0.774170E+03   0.232041E+02   0.785962E-01  -0.609915E+02
  1365   0.775576E+03   0.230226E+02   0.785747E-01  -0.610070E+02
  1366   0.776969E+03   0.228404E+02   0.785536E-01  -0.610088E+02
  1367   0.778364E+03   0.226578E+02   0.785327E-01  -0.609970E+02
  1368   0.779755E+03   0.224746E+02   0.785121E-01  -0.609716E+02
  1369   0.781133E+03   0.222911E+02   0.784917E-01  -0.609327E+02
  1370   0.782514E+03   0.221073E+02   0.784716E-01  -0.608803E+02
  1371   0.783877E+03   0.219232E+02   0.784517E-01  -0.608145E+02
  1372   0.785235E+03   0.217390E+02   0.784321E-01  -0.607354E+02
  1373   0.786583E+03   0.215546E+02   0.784126E-01  -0.606429E+02
  1374   0.787919E+03   0.213703E+02   0.783933E-01  -0.605373E+02
  1375   0.789238E+03   0.211859E+02   0.783742E-01  -0.604185E+02
  1376   0.790547E+03   0.210017E+02   0.783553E-01  -0.602866E+02
  1377   0.791845E+03   0.208177E+02   0.783365E-01  -0.601417E+02
  1378   0.793126E+03   0.206339E+02   0.783179E-01  -0.599839E+02
  1379   0.794390E+03   0.204503E+02   0.782993E-01  -0.598133E+02
  1380   0.795630E+03   0.202672E+02   0.782809E-01  -0.596297E+02
  1381   0.796861E+03   0.200844E+02   0.782626E-01  -0.594335E+02
  1382   0.798069E+03   0.199022E+02   0.782444E-01  -0.592246E+02
  1383   0.799253E+03   0.197204E+02   0.782262E-01  -0.590030E+02
  1384   0.800413E+03   0.195392E+02   0.782081E-01  -0.587690E+02
  1385   0.801559E+03   0.193587E+02   0.781900E-01  -0.585227E+02
  1386   0.802681E+03   0.191790E+02   0.781720E-01  -0.582643E+02
  1387   0.803773E+03   0.190002E+02   0.781540E-01  -0.579939E+02
  1388   0.804844E+03   0.188222E+02   0.781360E-01  -0.577116E+02
  1389   0.805885E+03   0.186451E+02   0.781179E-01  -0.574178E+02
  1390   0.806903E+03   0.184692E+02   0.780999E-01  -0.571124E+02
  1391   0.807893E+03   0.182943E+02   0.780818E-01  -0.567957E+02
  1392   0.808855E+03   0.181206E+02   0.780637E-01  -0.564678E+02
  1393   0.809795E+03   0.179481E+02   0.780455E-01  -0.561288E+02
  1394   0.810699E+03   0.177768E+02   0.780272E-01  -0.557788E+02
  1395   0.811568E+03   0.176069E+02   0.780088E-01  -0.554181E+02
  1396   0.812408E+03   0.174383E+02   0.779904E-01  -0.550466E+02
  1397   0.813221E+03   0.172713E+02   0.779718E-01  -0.546646E+02
  1398   0.813992E+03   0.171057E+02   0.779531E-01  -0.542723E+02
  1399   0.814735E+03   0.169416E+02   0.779342E-01  -0.538698E+02
  1400   0.815437E+03   0.167792E+02   0.779152E-01  -0.534574E+02
  1401   0.816111E+03   0.166184E+02   0.778960E-01  -0.530353E+02
  1402   0.816744E+03   0.164594E+02   0.778767E-01  -0.526035E+02
  1403   0.817343E+03   0.163021E+02   0.778571E-01  -0.521623E+02
  1404   0.817909E+03   0.161466E+02   0.778374E-01  -0.517120E+02
  1405   0.818434E+03   0.159930E+02   0.778174E-01  -0.512526E+02
  1406   0.818919E+03   0.158413E+02   0.777972E-01  -0.507844E+02
  1407   0.819363E+03   0.156916E+02   0.777768E-01  -0.503075E+02
  1408   0.819775E+03   0.155438E+02   0.777561E-01  -0.498220E+02
  1409   0.820140E+03   0.153981E+02   0.777351E-01  -0.493283E+02
  1410   0.820473E+03   0.152544E+02   0.777139E-01  -0.488265E+02
  1411   0.820759E+03   0.151128E+02   0.776923E-01  -0.483167E+02
  1412   0.821006E+03   0.149734E+02   0.776705E-01  -0.477993E+02
  1413   0.821208E+03   0.148363E+02   0.776483E-01  -0.472742E+02
  1414   0.821370E+03   0.147013E+02   0.776258E-01  -0.467421E+02
  1415   0.821487E+03   0.145687E+02   0.776030E-01  -0.462029E+02
  1416   0.821566E+03   0.144383E+02   0.775798E-01  -0.456569E+02
  1417   0.821600E+03   0.143104E+02   0.775563E-01  -0.451045E+02
  1418   0.821597E+03   0.141848E+02   0.775324E-01  -0.445458E+02
  1419   0.821548E+03   0.140617E+02   0.775081E-01  -0.439809E+02
  1420   0.821455E+03   0.139410E+02   0.774834E-01  -0.434103E+02
  1421   0.821318E+03   0.138229E+02   0.774583E-01  -0.428341E+02
  1422   0.821136E+03   0.137073E+02   0.774328E-01  -0.422525E+02
  1423   0.820918E+03   0.135942E+02   0.774069E-01  -0.416657E+02
  1424   0.820648E+03   0.134838E+02   0.773805E-01  -0.410739E+02
  1425   0.820336E+03   0.133759E+02   0.773537E-01  -0.404774E+02
  1426   0.819979E+03   0.132708E+02   0.773264E-01  -0.398765E+02
  1427   0.819572E+03   0.131682E+02   0.772986E-01  -0.392712E+02
  1428   0.819122E+03   0.130684E+02   0.772704E-01  -0.386619E+02
  1429   0.818630E+03   0.129713E+02   0.772417E-01  -0.380489E+02
  1430   0.818094E+03   0.128769E+02   0.772125E-01  -0.374323E+02
  1431   0.817508E+03   0.127853E+02   0.771828E-01  -0.368125E+02
  1432   0.816881E+03   0.126965E+02   0.771526E-01  -0.361896E+02
  1433   0.816203E+03   0.126105E+02   0.771219E-01  -0.355638E+02
  1434   0.815483E+03   0.125272E+02   0.770906E-01  -0.349354E+02
  1435   0.814714E+03   0.124469E+02   0.770588E-01  -0.343048E+02
  1436   0.813904E+03   0.123694E+02   0.770265E-01  -0.336721E+02
  1437   0.813044E+03   0.122947E+02   0.769936E-01  -0.330375E+02
  1438   0.812135E+03   0.122229E+02   0.769602E-01  -0.324013E+02
  1439   0.811185E+03   0.121541E+02   0.769262E-01  -0.317638E+02
  1440   0.810193E+03   0.120881E+02   0.768917E-01  -0.311252E+02
  1441   0.809153E+03   0.120251E+02   0.768565E-01  -0.304857E+02
  1442   0.808064E+03   0.119649E+02   0.768208E-01  -0.298455E+02
  1443   0.806927E+03   0.119077E+02   0.767845E-01  -0.292049E+02
  1444   0.805749E+03   0.118534E+02   0.767476E-01  -0.285643E+02
  1445   0.804523E+03   0.118020E+02   0.767102E-01  -0.279236E+02
  1446   0.803249E+03   0.117536E+02   0.766721E-01  -0.272832E+02
  1447   0.801934E+03   0.117081E+02   0.766334E-01  -0.266435E+02
  1448   0.800571E+03   0.116655E+02   0.765941E-01  -0.260045E+02
  1449   0.799161E+03   0.116259E+02   0.765542E-01  -0.253666E+02
  1450   0.797710E+03   0.115893E+02   0.765137E-01  -0.247301E+02
  1451   0.796218E+03   0.115556E+02   0.764726E-01  -0.240951E+02
  1452   0.794680E+03   0.115247E+02   0.764308E-01  -0.234619E+02
  1453   0.793093E+03   0.114969E+02   0.763885E-01  -0.228308E+02
  1454   0.791466E+03   0.114720E+02   0.763455E-01  -0.222020E+02
  1455   0.789799E+03   0.114499E+02   0.763019E-01  -0.215756E+02
  1456   0.788092E+03   0.114308E+02   0.762576E-01  -0.209517E+02
  1457   0.786345E+03   0.114147E+02   0.762128E-01  -0.203308E+02
  1458   0.784550E+03   0.114013E+02   0.761672E-01  -0.197129E+02
  1459   0.782715E+03   0.113908E+02   0.761211E-01  -0.190982E+02
  1460   0.780840E+03   0.113832E+02   0.760743E-01  -0.184870E+02
  1461   0.778924E+03   0.113784E+02   0.760269E-01  -0.178794E+02
  1462   0.776969E+03   0.113765E+02   0.759789E-01  -0.172756E+02
  1463   0.774974E+03   0.113773E+02   0.759302E-01  -0.166759E+02
  1464   0.772938E+03   0.113809E+02   0.758809E-01  -0.160804E+02
  1465   0.770862E+03   0.113873E+02   0.758310E-01  -0.154892E+02
  1466   0.768754E+03   0.113965E+02   0.757804E-01  -0.149027E+02
  1467   0.766605E+03   0.114083E+02   0.757292E-01  -0.143210E+02
  1468   0.764424E+03   0.114229E+02   0.756774E-01  -0.137443E+02
  1469   0.762202E+03   0.114402E+02   0.756250E-01  -0.131728E+02
  1470   0.759940E+03   0.114601E+02   0.755719E-01  -0.126065E+02
  1471   0.757653E+03   0.114826E+02   0.755182E-01  -0.120459E+02
  1472   0.755325E+03   0.115078E+02   0.754639E-01  -0.114909E+02
  1473   0.752957E+03   0.115354E+02   0.754089E-01  -0.109418E+02
  1474   0.750563E+03   0.115657E+02   0.753533E-01  -0.103988E+02
  1475   0.748129E+03   0.115985E+02   0.752971E-01  -0.986203E+01
  1476   0.745669E+03   0.116338E+02   0.752403E-01  -0.933160E+01
  1477   0.743176E+03   0.116715E+02   0.751829E-01  -0.880780E+01
  1478   0.740650E+03   0.117116E+02   0.751249E-01  -0.829070E+01
  1479   0.738097E+03   0.117542E+02   0.750663E-01  -0.778045E+01
  1480   0.735512E+03   0.117990E+02   0.750071E-01  -0.727726E+01
  1481   0.732900E+03   0.118463E+02   0.749473E-01  -0.678126E+01
  1482   0.730255E+03   0.118958E+02   0.748868E-01  -0.629261E+01
  1483   0.727584E+03   0.119475E+02   0.748258E-01  -0.581143E+01
  1484   0.724894E+03   0.120015E+02   0.747643E-01  -0.533787E+01
  1485   0.722170E+03   0.120576E+02   0.747021E-01  -0.487207E+01
  1486   0.719428E+03   0.121158E+02   0.746394E-01  -0.441415E+01
  1487   0.716651E+03   0.121762E+02   0.745760E-01  -0.396427E+01
  1488   0.713855E+03   0.122386E+02   0.745122E-01  -0.352256E+01
  1489   0.711041E+03   0.123030E+02   0.744477E-01  -0.308914E+01
  1490   0.708195E+03   0.123694E+02   0.743827E-01  -0.266412E+01
  1491   0.705331E+03   0.124377E+02   0.743172E-01  -0.224764E+01
  1492   0.702445E+03   0.125079E+02   0.742511E-01  -0.183979E+01
  1493   0.699539E+03   0.125799E+02   0.741845E-01  -0.144072E+01
  1494   0.696613E+03   0.126536E+02   0.741173E-01  -0.105054E+01
  1495   0.693667E+03   0.127292E+02   0.740496E-01  -0.669354E+00
  1496   0.690703E+03   0.128064E+02   0.739814E-01  -0.297275E+00
  1497   0.687723E+03   0.128853E+02   0.739127E-01   0.656322E-01
  1498   0.684725E+03   0.129657E+02   0.738435E-01   0.419272E+00
  1499   0.681711E+03   0.130477E+02   0.737737E-01   0.763560E+00
  1500   0.678682E+03   0.131312E+02   0.737035E-01   0.109841E+01
  1501   0.675639E+03   0.132162E+02   0.736328E-01   0.142372E+01
  1502   0.672583E+03   0.133025E+02   0.735617E-01   0.173943E+01
  1503   0.669514E+03   0.133903E+02   0.734900E-01   0.204548E+01
  1504   0.666433E+03   0.134792E+02   0.734179E-01   0.234181E+01
  1505   0.663340E+03   0.135696E+02   0.733454E-01   0.262837E+01
  1506   0.660237E+03   0.136610E+02   0.732723E-01   0.290510E+01
  1507   0.657123E+03   0.137537E+02   0.731989E-01   0.317194E+01
  1508   0.654001E+03   0.138475E+02   0.731250E-01   0.342882E+01
  1509   0.650869E+03   0.139423E+02   0.730508E-01   0.367578E+01
  1510   0.647729E+03   0.140382E+02   0.729761E-01   0.391264E+01
  1511   0.644581E+03   0.141350E+02   0.729010E-01   0.413953E+01
  1512   0.641429E+03   0.142328E+02   0.728255E-01   0.435639E+01
  1513   0.638271E+03   0.143314E+02   0.727496E-01   0.456328E+01
  1514   0.635109E+03   0.144309E+02   0.726734E-01   0.476009E+01
  1515   0.631944E+03   0.145311E+02   0.725968E-01   0.494691E+01
  1516   0.628777E+03   0.146321E+02   0.725198E-01   0.512364E+01
  1517   0.625608E+03   0.147338E+02   0.724425E-01   0.529032E+01
  1518   0.622438E+03   0.148361E+02   0.723649E-01   0.544697E+01
  1519   0.619269E+03   0.149390E+02   0.722870E-01   0.559363E+01
  1520   0.616100E+03   0.150423E+02   0.722087E-01   0.573018E+01
  1521   0.612932E+03   0.151462E+02   0.721301E-01   0.585673E+01
  1522   0.609766E+03   0.152506E+02   0.720513E-01   0.597330E+01
  1523   0.606603E+03   0.153553E+02   0.719722E-01   0.607977E+01
  1524   0.603443E+03   0.154602E+02   0.718928E-01   0.617625E+01
  1525   0.600288E+03   0.155655E+02   0.718131E-01   0.626276E+01
  1526   0.597138E+03   0.156710E+02   0.717332E-01   0.633932E+01
  1527   0.593993E+03   0.157767E+02   0.716531E-01   0.640603E+01
  1528   0.590854E+03   0.158824E+02   0.715727E-01   0.646284E+01
  1529   0.587724E+03   0.159883E+02   0.714921E-01   0.650992E+01
  1530   0.584600E+03   0.160941E+02   0.714113E-01   0.654714E+01
  1531   0.581486E+03   0.161999E+02   0.713303E-01   0.657460E+01
  1532   0.578380E+03   0.163057E+02   0.712492E-01   0.659238E+01
  1533   0.575285E+03   0.164112E+02   0.711679E-01   0.660051E+01
  1534   0.572200E+03   0.165166E+02   0.710864E-01   0.659908E+01
  1535   0.569126E+03   0.166218E+02   0.710047E-01   0.658809E+01
  1536   0.566065E+03   0.167266E+02   0.709230E-01   0.656756E+01
  1537   0.563014E+03   0.168311E+02   0.708411E-01   0.653759E+01
  1538   0.559978E+03   0.169352E+02   0.707591E-01   0.649825E+01
  1539   0.556956E+03   0.170387E+02   0.706769E-01   0.644964E+01
  1540   0.553947E+03   0.171419E+02   0.705947E-01   0.639190E+01
  1541   0.550954E+03   0.172444E+02   0.705124E-01   0.632498E+01
  1542   0.547978E+03   0.173464E+02   0.704301E-01   0.624910E+01
  1543   0.545018E+03   0.174476E+02   0.703477E-01   0.616428E+01
  1544   0.542075E+03   0.175483E+02   0.702652E-01   0.607066E+01
  1545   0.539150E+03   0.176481E+02   0.701827E-01   0.596833E+01
  1546   0.536244E+03   0.177472E+02   0.701002E-01   0.585736E+01
  1547   0.533358E+03   0.178454E+02   0.700176E-01   0.573784E+01
  1548   0.530490E+03   0.179427E+02   0.699351E-01   0.560990E+01
  1549   0.527643E+03   0.180391E+02   0.698525E-01   0.547363E+01
  1550   0.524817E+03   0.181345E+02   0.697700E-01   0.532910E+01
  1551   0.522012E+03   0.182288E+02   0.696875E-01   0.517646E+01
  1552   0.519229E+03   0.183220E+02   0.696050E-01   0.501577E+01
