#    L    TT             EE             BB             TE          
  2308   0.113839E+03   0.486230E+01   0.311277E-01  -0.822623E+01
  2309   0.113763E+03   0.483645E+01   0.310924E-01  -0.822815E+01
  2310   0.113688E+03   0.481054E+01   0.310573E-01  -0.822905E+01
  2311   0.113613E+03   0.478457E+01   0.310222E-01  -0.822884E+01
  2312   0.113537E+03   0.475857E+01   0.309871E-01  -0.822745E+01
  2313   0.113462E+03   0.473251E+01   0.309522E-01  -0.822503E+01
  2314   0.113388E+03   0.470644E+01   0.309173E-01  -0.822158E+01
  2315   0.113313E+03   0.468032E+01   0.308825E-01  -0.821696E+01
  2316   0.113238E+03   0.465419E+01   0.308478E-01  -0.821131E+01
  2317   0.113162E+03   0.462805E+01   0.308131E-01  -0.820456E+01
  2318   0.113087E+03   0.460190E+01   0.307785E-01  -0.819671E+01
  2319   0.113011E+03   0.457574E+01   0.307440E-01  -0.818783E+01
  2320   0.112935E+03   0.454958E+01   0.307095E-01  -0.817792E+01
  2321   0.112858E+03   0.452343E+01   0.306751E-01  -0.816690E+01
  2322   0.112780E+03   0.449730E+01   0.306407E-01  -0.815486E+01
  2323   0.112703E+03   0.447119E+01   0.306064E-01  -0.814177E+01
  2324   0.112624E+03   0.444511E+01   0.305721E-01  -0.812765E+01
  2325   0.112545E+03   0.441906E+01   0.305379E-01  -0.811257E+01
  2326   0.112465E+03   0.439307E+01   0.305037E-01  -0.809644E+01
  2327   0.112384E+03   0.436713E+01   0.304696E-01  -0.807927E+01
  2328   0.112303E+03   0.434126E+01   0.304356E-01  -0.806121E+01
  2329   0.112221E+03   0.431545E+01   0.304015E-01  -0.804216E+01
  2330   0.112137E+03   0.428972E+01   0.303675E-01  -0.802214E+01
  2331   0.112053E+03   0.426406E+01   0.303336E-01  -0.800121E+01
  2332   0.111967E+03   0.423849E+01   0.302997E-01  -0.797929E+01
  2333   0.111881E+03   0.421301E+01   0.302658E-01  -0.795645E+01
  2334   0.111793E+03   0.418763E+01   0.302319E-01  -0.793270E+01
  2335   0.111704E+03   0.416235E+01   0.301981E-01  -0.790802E+01
  2336   0.111614E+03   0.413717E+01   0.301643E-01  -0.788249E+01
  2337   0.111523E+03   0.411211E+01   0.301305E-01  -0.785610E+01
  2338   0.111429E+03   0.408717E+01   0.300967E-01  -0.782877E+01
  2339   0.111335E+03   0.406236E+01   0.300630E-01  -0.780065E+01
  2340   0.111239E+03   0.403768E+01   0.300293E-01  -0.777174E+01
  2341   0.111141E+03   0.401315E+01   0.299955E-01  -0.774195E+01
  2342   0.111043E+03   0.398876E+01   0.299618E-01  -0.771135E+01
  2343   0.110942E+03   0.396453E+01   0.299282E-01  -0.768001E+01
  2344   0.110840E+03   0.394045E+01   0.298945E-01  -0.764794E+01
  2345   0.110735E+03   0.391654E+01   0.298608E-01  -0.761504E+01
  2346   0.110630E+03   0.389279E+01   0.298271E-01  -0.758146E+01
  2347   0.110523E+03   0.386923E+01   0.297935E-01  -0.754713E+01
  2348   0.110414E+03   0.384583E+01   0.297598E-01  -0.751211E+01
  2349   0.110302E+03   0.382262E+01   0.297262E-01  -0.747639E+01
  2350   0.110189E+03   0.379961E+01   0.296925E-01  -0.744004E+01
  2351   0.110074E+03   0.377679E+01   0.296589E-01  -0.740299E+01
  2352   0.109958E+03   0.375417E+01   0.296252E-01  -0.736537E+01
  2353   0.109839E+03   0.373176E+01   0.295916E-01  -0.732710E+01
  2354   0.109718E+03   0.370955E+01   0.295579E-01  -0.728831E+01
  2355   0.109595E+03   0.368756E+01   0.295243E-01  -0.724885E+01
  2356   0.109470E+03   0.366580E+01   0.294906E-01  -0.720885E+01
  2357   0.109344E+03   0.364426E+01   0.294570E-01  -0.716838E+01
  2358   0.109215E+03   0.362295E+01   0.294233E-01  -0.712735E+01
  2359   0.109084E+03   0.360186E+01   0.293897E-01  -0.708582E+01
  2360   0.108951E+03   0.358101E+01   0.293560E-01  -0.704371E+01
  2361   0.108817E+03   0.356039E+01   0.293224E-01  -0.700123E+01
  2362   0.108679E+03   0.354002E+01   0.292887E-01  -0.695822E+01
  2363   0.108540E+03   0.351989E+01   0.292550E-01  -0.691481E+01
  2364   0.108398E+03   0.349999E+01   0.292214E-01  -0.687092E+01
  2365   0.108255E+03   0.348035E+01   0.291877E-01  -0.682668E+01
  2366   0.108109E+03   0.346096E+01   0.291540E-01  -0.678200E+01
  2367   0.107961E+03   0.344181E+01   0.291203E-01  -0.673696E+01
  2368   0.107811E+03   0.342292E+01   0.290867E-01  -0.669152E+01
  2369   0.107659E+03   0.340430E+01   0.290530E-01  -0.664584E+01
  2370   0.107504E+03   0.338593E+01   0.290193E-01  -0.659974E+01
  2371   0.107348E+03   0.336783E+01   0.289856E-01  -0.655336E+01
  2372   0.107189E+03   0.334999E+01   0.289519E-01  -0.650669E+01
  2373   0.107028E+03   0.333242E+01   0.289183E-01  -0.645979E+01
  2374   0.106865E+03   0.331512E+01   0.288846E-01  -0.641264E+01
  2375   0.106700E+03   0.329808E+01   0.288509E-01  -0.636523E+01
  2376   0.106533E+03   0.328133E+01   0.288172E-01  -0.631762E+01
  2377   0.106362E+03   0.326484E+01   0.287835E-01  -0.626979E+01
  2378   0.106190E+03   0.324863E+01   0.287498E-01  -0.622178E+01
  2379   0.106016E+03   0.323269E+01   0.287161E-01  -0.617360E+01
  2380   0.105841E+03   0.321703E+01   0.286824E-01  -0.612529E+01
  2381   0.105662E+03   0.320165E+01   0.286488E-01  -0.607684E+01
  2382   0.105481E+03   0.318654E+01   0.286151E-01  -0.602827E+01
  2383   0.105298E+03   0.317172E+01   0.285814E-01  -0.597960E+01
  2384   0.105113E+03   0.315718E+01   0.285477E-01  -0.593083E+01
  2385   0.104926E+03   0.314291E+01   0.285139E-01  -0.588200E+01
  2386   0.104736E+03   0.312892E+01   0.284802E-01  -0.583312E+01
  2387   0.104544E+03   0.311521E+01   0.284465E-01  -0.578420E+01
  2388   0.104351E+03   0.310179E+01   0.284128E-01  -0.573528E+01
  2389   0.104155E+03   0.308866E+01   0.283790E-01  -0.568636E+01
  2390   0.103956E+03   0.307580E+01   0.283453E-01  -0.563746E+01
  2391   0.103756E+03   0.306322E+01   0.283116E-01  -0.558861E+01
  2392   0.103554E+03   0.305093E+01   0.282778E-01  -0.553982E+01
  2393   0.103349E+03   0.303893E+01   0.282440E-01  -0.549110E+01
  2394   0.103143E+03   0.302720E+01   0.282102E-01  -0.544247E+01
  2395   0.102935E+03   0.301576E+01   0.281764E-01  -0.539395E+01
  2396   0.102724E+03   0.300460E+01   0.281426E-01  -0.534556E+01
  2397   0.102512E+03   0.299372E+01   0.281088E-01  -0.529730E+01
  2398   0.102298E+03   0.298313E+01   0.280749E-01  -0.524921E+01
  2399   0.102082E+03   0.297281E+01   0.280410E-01  -0.520128E+01
  2400   0.101863E+03   0.296277E+01   0.280071E-01  -0.515354E+01
  2401   0.101642E+03   0.295301E+01   0.279732E-01  -0.510601E+01
  2402   0.101421E+03   0.294352E+01   0.279393E-01  -0.505869E+01
  2403   0.101196E+03   0.293431E+01   0.279053E-01  -0.501163E+01
  2404   0.100971E+03   0.292537E+01   0.278714E-01  -0.496480E+01
  2405   0.100743E+03   0.291672E+01   0.278373E-01  -0.491824E+01
  2406   0.100514E+03   0.290834E+01   0.278033E-01  -0.487195E+01
  2407   0.100283E+03   0.290024E+01   0.277693E-01  -0.482596E+01
  2408   0.100049E+03   0.289240E+01   0.277352E-01  -0.478026E+01
  2409   0.998148E+02   0.288483E+01   0.277010E-01  -0.473488E+01
  2410   0.995780E+02   0.287754E+01   0.276669E-01  -0.468982E+01
  2411   0.993402E+02   0.287051E+01   0.276327E-01  -0.464511E+01
  2412   0.990999E+02   0.286375E+01   0.275985E-01  -0.460075E+01
  2413   0.988586E+02   0.285725E+01   0.275643E-01  -0.455675E+01
  2414   0.986156E+02   0.285102E+01   0.275300E-01  -0.451314E+01
  2415   0.983708E+02   0.284505E+01   0.274957E-01  -0.446992E+01
  2416   0.981249E+02   0.283934E+01   0.274614E-01  -0.442710E+01
  2417   0.978772E+02   0.283389E+01   0.274270E-01  -0.438471E+01
  2418   0.976284E+02   0.282869E+01   0.273926E-01  -0.434277E+01
  2419   0.973778E+02   0.282376E+01   0.273582E-01  -0.430127E+01
  2420   0.971267E+02   0.281907E+01   0.273238E-01  -0.426023E+01
  2421   0.968738E+02   0.281464E+01   0.272893E-01  -0.421966E+01
  2422   0.966197E+02   0.281045E+01   0.272548E-01  -0.417959E+01
  2423   0.963652E+02   0.280650E+01   0.272203E-01  -0.414001E+01
  2424   0.961087E+02   0.280280E+01   0.271857E-01  -0.410094E+01
  2425   0.958517E+02   0.279934E+01   0.271512E-01  -0.406239E+01
  2426   0.955934E+02   0.279611E+01   0.271166E-01  -0.402437E+01
  2427   0.953339E+02   0.279312E+01   0.270820E-01  -0.398689E+01
  2428   0.950738E+02   0.279036E+01   0.270473E-01  -0.394997E+01
  2429   0.948132E+02   0.278783E+01   0.270127E-01  -0.391361E+01
  2430   0.945511E+02   0.278552E+01   0.269780E-01  -0.387781E+01
  2431   0.942885E+02   0.278343E+01   0.269433E-01  -0.384260E+01
  2432   0.940251E+02   0.278157E+01   0.269086E-01  -0.380799E+01
  2433   0.937611E+02   0.277991E+01   0.268739E-01  -0.377397E+01
  2434   0.934971E+02   0.277847E+01   0.268392E-01  -0.374056E+01
  2435   0.932317E+02   0.277723E+01   0.268045E-01  -0.370776E+01
  2436   0.929661E+02   0.277620E+01   0.267697E-01  -0.367559E+01
  2437   0.926998E+02   0.277536E+01   0.267350E-01  -0.364405E+01
  2438   0.924334E+02   0.277472E+01   0.267002E-01  -0.361314E+01
  2439   0.921661E+02   0.277427E+01   0.266655E-01  -0.358287E+01
  2440   0.918986E+02   0.277400E+01   0.266307E-01  -0.355325E+01
  2441   0.916309E+02   0.277392E+01   0.265960E-01  -0.352428E+01
  2442   0.913630E+02   0.277402E+01   0.265612E-01  -0.349597E+01
  2443   0.910941E+02   0.277428E+01   0.265265E-01  -0.346831E+01
  2444   0.908257E+02   0.277471E+01   0.264918E-01  -0.344132E+01
  2445   0.905576E+02   0.277531E+01   0.264570E-01  -0.341501E+01
  2446   0.902884E+02   0.277607E+01   0.264223E-01  -0.338935E+01
  2447   0.900203E+02   0.277698E+01   0.263876E-01  -0.336438E+01
  2448   0.897517E+02   0.277804E+01   0.263529E-01  -0.334007E+01
  2449   0.894826E+02   0.277924E+01   0.263182E-01  -0.331645E+01
  2450   0.892145E+02   0.278059E+01   0.262836E-01  -0.329350E+01
  2451   0.889458E+02   0.278206E+01   0.262489E-01  -0.327123E+01
  2452   0.886780E+02   0.278366E+01   0.262143E-01  -0.324963E+01
  2453   0.884095E+02   0.278539E+01   0.261796E-01  -0.322872E+01
  2454   0.881417E+02   0.278724E+01   0.261450E-01  -0.320850E+01
  2455   0.878739E+02   0.278921E+01   0.261104E-01  -0.318894E+01
  2456   0.876068E+02   0.279129E+01   0.260758E-01  -0.317007E+01
  2457   0.873403E+02   0.279348E+01   0.260413E-01  -0.315187E+01
  2458   0.870735E+02   0.279577E+01   0.260067E-01  -0.313435E+01
  2459   0.868066E+02   0.279816E+01   0.259722E-01  -0.311750E+01
  2460   0.865408E+02   0.280065E+01   0.259377E-01  -0.310132E+01
  2461   0.862754E+02   0.280323E+01   0.259032E-01  -0.308581E+01
  2462   0.860097E+02   0.280590E+01   0.258687E-01  -0.307097E+01
  2463   0.857457E+02   0.280865E+01   0.258342E-01  -0.305679E+01
  2464   0.854813E+02   0.281148E+01   0.257998E-01  -0.304327E+01
  2465   0.852178E+02   0.281439E+01   0.257653E-01  -0.303041E+01
  2466   0.849544E+02   0.281736E+01   0.257309E-01  -0.301821E+01
  2467   0.846919E+02   0.282041E+01   0.256965E-01  -0.300666E+01
  2468   0.844303E+02   0.282352E+01   0.256621E-01  -0.299575E+01
  2469   0.841694E+02   0.282668E+01   0.256278E-01  -0.298549E+01
  2470   0.839085E+02   0.282991E+01   0.255934E-01  -0.297588E+01
  2471   0.836490E+02   0.283318E+01   0.255591E-01  -0.296690E+01
  2472   0.833902E+02   0.283649E+01   0.255247E-01  -0.295856E+01
  2473   0.831320E+02   0.283985E+01   0.254904E-01  -0.295085E+01
  2474   0.828743E+02   0.284325E+01   0.254561E-01  -0.294377E+01
  2475   0.826179E+02   0.284668E+01   0.254218E-01  -0.293732E+01
  2476   0.823621E+02   0.285015E+01   0.253875E-01  -0.293149E+01
  2477   0.821074E+02   0.285364E+01   0.253533E-01  -0.292628E+01
  2478   0.818540E+02   0.285715E+01   0.253190E-01  -0.292168E+01
  2479   0.816016E+02   0.286069E+01   0.252848E-01  -0.291768E+01
  2480   0.813497E+02   0.286424E+01   0.252505E-01  -0.291430E+01
  2481   0.810995E+02   0.286780E+01   0.252163E-01  -0.291151E+01
  2482   0.808504E+02   0.287138E+01   0.251821E-01  -0.290932E+01
  2483   0.806024E+02   0.287496E+01   0.251480E-01  -0.290773E+01
  2484   0.803553E+02   0.287855E+01   0.251138E-01  -0.290671E+01
  2485   0.801100E+02   0.288213E+01   0.250796E-01  -0.290629E+01
  2486   0.798663E+02   0.288571E+01   0.250455E-01  -0.290644E+01
  2487   0.796236E+02   0.288928E+01   0.250114E-01  -0.290716E+01
  2488   0.793825E+02   0.289284E+01   0.249773E-01  -0.290847E+01
  2489   0.791423E+02   0.289638E+01   0.249432E-01  -0.291033E+01
  2490   0.789037E+02   0.289989E+01   0.249091E-01  -0.291276E+01
  2491   0.786674E+02   0.290339E+01   0.248751E-01  -0.291574E+01
  2492   0.784319E+02   0.290686E+01   0.248411E-01  -0.291928E+01
  2493   0.781980E+02   0.291030E+01   0.248071E-01  -0.292336E+01
  2494   0.779659E+02   0.291371E+01   0.247731E-01  -0.292797E+01
  2495   0.777354E+02   0.291708E+01   0.247392E-01  -0.293311E+01
  2496   0.775067E+02   0.292040E+01   0.247053E-01  -0.293878E+01
  2497   0.772796E+02   0.292369E+01   0.246714E-01  -0.294496E+01
  2498   0.770543E+02   0.292693E+01   0.246376E-01  -0.295164E+01
  2499   0.768308E+02   0.293010E+01   0.246038E-01  -0.295883E+01
  2500   0.766091E+02   0.293323E+01   0.245701E-01  -0.296651E+01
  2501   0.763892E+02   0.293629E+01   0.245363E-01  -0.297467E+01
  2502   0.761711E+02   0.293928E+01   0.245027E-01  -0.298331E+01
  2503   0.759549E+02   0.294220E+01   0.244690E-01  -0.299243E+01
  2504   0.757406E+02   0.294506E+01   0.244354E-01  -0.300200E+01
  2505   0.755282E+02   0.294784E+01   0.244019E-01  -0.301202E+01
  2506   0.753176E+02   0.295054E+01   0.243684E-01  -0.302250E+01
  2507   0.751091E+02   0.295316E+01   0.243350E-01  -0.303341E+01
  2508   0.749025E+02   0.295571E+01   0.243016E-01  -0.304474E+01
  2509   0.746978E+02   0.295817E+01   0.242683E-01  -0.305650E+01
  2510   0.744951E+02   0.296053E+01   0.242350E-01  -0.306865E+01
  2511   0.742944E+02   0.296282E+01   0.242018E-01  -0.308121E+01
  2512   0.740958E+02   0.296500E+01   0.241686E-01  -0.309415E+01
  2513   0.738990E+02   0.296709E+01   0.241355E-01  -0.310747E+01
  2514   0.737042E+02   0.296908E+01   0.241025E-01  -0.312115E+01
  2515   0.735115E+02   0.297097E+01   0.240695E-01  -0.313517E+01
  2516   0.733208E+02   0.297275E+01   0.240366E-01  -0.314953E+01
  2517   0.731320E+02   0.297442E+01   0.240038E-01  -0.316423E+01
  2518   0.729451E+02   0.297599E+01   0.239710E-01  -0.317923E+01
  2519   0.727602E+02   0.297744E+01   0.239383E-01  -0.319453E+01
  2520   0.725773E+02   0.297876E+01   0.239057E-01  -0.321011E+01
  2521   0.723964E+02   0.297998E+01   0.238732E-01  -0.322597E+01
  2522   0.722174E+02   0.298107E+01   0.238407E-01  -0.324209E+01
  2523   0.720403E+02   0.298204E+01   0.238083E-01  -0.325844E+01
  2524   0.718652E+02   0.298288E+01   0.237759E-01  -0.327502E+01
  2525   0.716920E+02   0.298360E+01   0.237436E-01  -0.329182E+01
  2526   0.715207E+02   0.298418E+01   0.237114E-01  -0.330880E+01
  2527   0.713513E+02   0.298463E+01   0.236793E-01  -0.332598E+01
  2528   0.711839E+02   0.298495E+01   0.236472E-01  -0.334333E+01
  2529   0.710183E+02   0.298513E+01   0.236152E-01  -0.336082E+01
  2530   0.708546E+02   0.298518E+01   0.235833E-01  -0.337846E+01
  2531   0.706927E+02   0.298509E+01   0.235514E-01  -0.339623E+01
  2532   0.705327E+02   0.298486E+01   0.235196E-01  -0.341410E+01
  2533   0.703745E+02   0.298449E+01   0.234878E-01  -0.343208E+01
  2534   0.702182E+02   0.298397E+01   0.234562E-01  -0.345014E+01
  2535   0.700636E+02   0.298330E+01   0.234246E-01  -0.346827E+01
  2536   0.699108E+02   0.298249E+01   0.233930E-01  -0.348645E+01
  2537   0.697598E+02   0.298153E+01   0.233615E-01  -0.350469E+01
  2538   0.696105E+02   0.298042E+01   0.233301E-01  -0.352296E+01
  2539   0.694630E+02   0.297916E+01   0.232987E-01  -0.354125E+01
  2540   0.693173E+02   0.297774E+01   0.232674E-01  -0.355955E+01
  2541   0.691733E+02   0.297618E+01   0.232362E-01  -0.357785E+01
  2542   0.690310E+02   0.297446E+01   0.232050E-01  -0.359614E+01
  2543   0.688905E+02   0.297261E+01   0.231738E-01  -0.361440E+01
  2544   0.687517E+02   0.297059E+01   0.231428E-01  -0.363263E+01
  2545   0.686145E+02   0.296844E+01   0.231117E-01  -0.365082E+01
  2546   0.684791E+02   0.296613E+01   0.230807E-01  -0.366894E+01
  2547   0.683454E+02   0.296368E+01   0.230498E-01  -0.368701E+01
  2548   0.682133E+02   0.296107E+01   0.230189E-01  -0.370500E+01
  2549   0.680830E+02   0.295832E+01   0.229881E-01  -0.372291E+01
  2550   0.679543E+02   0.295543E+01   0.229574E-01  -0.374073E+01
  2551   0.678272E+02   0.295238E+01   0.229266E-01  -0.375846E+01
  2552   0.677018E+02   0.294918E+01   0.228960E-01  -0.377607E+01
  2553   0.675780E+02   0.294583E+01   0.228653E-01  -0.379358E+01
  2554   0.674559E+02   0.294234E+01   0.228348E-01  -0.381097E+01
  2555   0.673354E+02   0.293869E+01   0.228042E-01  -0.382825E+01
  2556   0.672164E+02   0.293491E+01   0.227738E-01  -0.384541E+01
  2557   0.670992E+02   0.293097E+01   0.227433E-01  -0.386244E+01
  2558   0.669836E+02   0.292690E+01   0.227130E-01  -0.387933E+01
  2559   0.668696E+02   0.292268E+01   0.226827E-01  -0.389610E+01
  2560   0.667573E+02   0.291832E+01   0.226524E-01  -0.391272E+01
  2561   0.666465E+02   0.291381E+01   0.226222E-01  -0.392920E+01
  2562   0.665373E+02   0.290917E+01   0.225920E-01  -0.394555E+01
  2563   0.664298E+02   0.290438E+01   0.225619E-01  -0.396173E+01
  2564   0.663238E+02   0.289946E+01   0.225319E-01  -0.397776E+01
  2565   0.662193E+02   0.289439E+01   0.225019E-01  -0.399363E+01
  2566   0.661164E+02   0.288918E+01   0.224719E-01  -0.400934E+01
  2567   0.660151E+02   0.288383E+01   0.224420E-01  -0.402487E+01
  2568   0.659153E+02   0.287836E+01   0.224122E-01  -0.404022E+01
  2569   0.658170E+02   0.287274E+01   0.223825E-01  -0.405541E+01
  2570   0.657202E+02   0.286700E+01   0.223528E-01  -0.407040E+01
  2571   0.656250E+02   0.286112E+01   0.223231E-01  -0.408521E+01
  2572   0.655312E+02   0.285511E+01   0.222936E-01  -0.409982E+01
  2573   0.654388E+02   0.284898E+01   0.222641E-01  -0.411423E+01
  2574   0.653480E+02   0.284273E+01   0.222346E-01  -0.412843E+01
  2575   0.652585E+02   0.283635E+01   0.222053E-01  -0.414241E+01
  2576   0.651704E+02   0.282985E+01   0.221760E-01  -0.415618E+01
  2577   0.650836E+02   0.282322E+01   0.221468E-01  -0.416971E+01
  2578   0.649982E+02   0.281648E+01   0.221176E-01  -0.418299E+01
  2579   0.649141E+02   0.280961E+01   0.220885E-01  -0.419603E+01
  2580   0.648313E+02   0.280262E+01   0.220595E-01  -0.420882E+01
  2581   0.647496E+02   0.279551E+01   0.220306E-01  -0.422133E+01
  2582   0.646691E+02   0.278828E+01   0.220017E-01  -0.423356E+01
  2583   0.645898E+02   0.278094E+01   0.219730E-01  -0.424550E+01
  2584   0.645116E+02   0.277348E+01   0.219442E-01  -0.425715E+01
  2585   0.644345E+02   0.276590E+01   0.219156E-01  -0.426850E+01
  2586   0.643584E+02   0.275821E+01   0.218871E-01  -0.427953E+01
  2587   0.642832E+02   0.275042E+01   0.218586E-01  -0.429022E+01
  2588   0.642091E+02   0.274250E+01   0.218302E-01  -0.430057E+01
  2589   0.641359E+02   0.273447E+01   0.218019E-01  -0.431058E+01
  2590   0.640634E+02   0.272634E+01   0.217736E-01  -0.432022E+01
  2591   0.639919E+02   0.271810E+01   0.217454E-01  -0.432949E+01
  2592   0.639210E+02   0.270975E+01   0.217173E-01  -0.433838E+01
  2593   0.638509E+02   0.270128E+01   0.216893E-01  -0.434686E+01
  2594   0.637814E+02   0.269272E+01   0.216613E-01  -0.435494E+01
  2595   0.637126E+02   0.268404E+01   0.216334E-01  -0.436260E+01
  2596   0.636443E+02   0.267527E+01   0.216056E-01  -0.436983E+01
  2597   0.635766E+02   0.266640E+01   0.215779E-01  -0.437663E+01
  2598   0.635093E+02   0.265742E+01   0.215502E-01  -0.438298E+01
  2599   0.634424E+02   0.264836E+01   0.215226E-01  -0.438889E+01
  2600   0.633760E+02   0.263919E+01   0.214950E-01  -0.439433E+01
